A,B,C,D,board start,board end,lvl,path
3,0,2,1,"BDCA*********** ","* **ABCD********",21,15,14,13,9,5,1,2,3,7,6,5,1,2,3,7,6,5,1,0,4,5
3,0,4,11,"B**AC******D*** ","A ***B****C****D",21,15,11,10,6,2,3,7,6,5,4,0,1,2,6,5,9,10,6,5,4,0
3,0,5,1,"BD*A*C********* ","* **ABCD********",21,15,14,10,6,2,1,5,6,2,3,7,6,5,1,2,6,5,1,0,4,5
3,0,6,1,"BD*A**C******** ","* **ABCD********",21,15,11,7,6,2,3,7,6,2,1,5,6,2,3,7,6,2,1,0,4,5
3,0,7,1,"BD*A***C******* ","* **ABCD********",21,15,14,10,6,2,3,7,6,2,1,5,6,2,3,7,6,2,1,0,4,5
3,0,7,9,"B**A***C*D***** ","**A **B***C***D*",21,15,14,10,9,5,1,0,4,5,6,7,11,15,14,10,6,2,1,5,6,2
3,0,8,11,"B**A****C**D*** ","A ***B****C****D",21,15,11,10,9,8,4,0,1,2,3,7,11,10,9,5,1,2,6,5,4,0
3,0,9,2,"B*DA*****C***** ","* **ABCD********",21,15,14,10,9,5,6,2,3,7,6,5,1,2,6,10,9,5,1,0,4,5
3,0,11,2,"B*DA*******C*** ","* **ABCD********",21,15,14,10,11,7,6,2,3,7,6,5,1,2,6,10,9,5,1,0,4,5
3,0,11,7,"B**A***D***C*** ","* **ABCD********",21,15,14,10,6,2,3,7,11,10,6,2,1,5,6,7,3,2,1,0,4,5
3,0,13,2,"B*DA*********C* ","**A***B** C***D*",21,15,14,10,6,2,1,0,4,5,1,2,3,7,11,10,6,5,9,13,14,10
3,1,0,7,"CB*A***D******* ","* **ABCD********",21,15,11,7,3,2,6,7,11,10,9,5,6,2,1,0,4,5,1,2,6,5
3,2,0,7,"C*BA***D******* ","**A **B***C***D*",21,15,11,7,6,2,1,0,4,5,1,2,6,5,9,10,11,15,14,10,6,2
3,2,0,11,"C*BA*******D*** ","**A **B***C***D*",21,15,14,10,11,15,14,10,6,2,1,0,4,5,1,2,6,5,9,10,6,2
3,4,0,2,"C*DAB********** ","* **ABCD********",21,15,14,10,6,2,3,7,6,5,1,0,4,5,1,2,6,5,1,0,4,5
3,4,0,6,"C**AB*D******** ","ABCD ***********",21,15,11,7,6,2,3,7,6,5,1,2,6,5,1,0,4,5,6,2,1,0
3,4,0,7,"C**AB**D******* ","ABCD ***********",21,15,14,10,6,2,3,7,6,5,1,2,6,5,1,0,4,5,6,2,1,0
3,4,2,1,"*DCAB********** ","*A** B***C***D**",21,15,14,13,9,5,1,2,3,7,11,10,9,5,1,2,6,10,14,13,9,5
3,4,7,1,"*D*AB**C******* ","**A***B***C **D*",21,15,11,7,6,5,1,2,3,7,6,5,4,8,9,10,6,5,9,13,14,10
3,4,8,7,"***AB**DC****** ","**** ***ABCD****",21,15,11,7,6,2,3,7,6,2,1,5,6,10,9,8,4,5,6,10,9,8
3,4,10,1,"*D*AB*****C**** ","**A***B***C **D*",21,15,11,10,9,5,1,2,3,7,6,5,4,8,9,10,6,5,9,13,14,10
