A,B,C,D,board start,board end,lvl,path
11,2,14,1,"*DB********A**C ","****ABCD** *****",24,15,14,10,11,15,14,13,9,10,11,7,6,2,1,5,9,8,4,5,6,2,3,7,6
11,2,14,4,"**B*D******A**C ","***A**B *C**D***",24,15,14,13,9,8,4,5,6,7,11,15,14,10,11,15,14,13,12,8,9,10,6,2,3
11,3,0,1,"CD*B*******A*** ","** *ABCD********",24,15,14,10,11,7,6,10,9,5,6,2,1,0,4,5,6,2,3,7,6,2,1,5,6
11,3,0,2,"C*DB*******A*** ","** *ABCD********",24,15,14,10,11,7,6,10,9,5,1,0,4,5,6,2,3,7,6,2,1,0,4,5,6
11,3,0,6,"C**B**D****A*** ","**A***B **C***D*",24,15,14,10,6,7,11,15,14,10,6,7,3,2,1,0,4,5,1,2,6,5,9,10,6
11,3,0,7,"C**B***D***A*** ","**A***B **C***D*",24,15,14,10,6,7,11,10,6,7,3,2,1,0,4,5,1,2,6,5,9,13,14,10,6
11,3,0,9,"C**B*****D*A*** ","**A***B **C***D*",24,15,14,10,11,7,3,2,6,10,9,5,1,0,4,5,1,2,6,5,9,13,14,10,6
11,3,0,14,"C**B*******A**D ","**A***B **C***D*",24,15,14,10,11,7,6,10,14,15,11,7,3,2,1,0,4,5,1,2,6,5,9,10,6
11,3,2,4,"**CBD******A*** ","***A**B**C *D***",24,15,14,10,9,8,4,5,6,2,3,7,11,10,6,2,3,7,11,15,14,13,12,8,9
11,3,4,1,"*D*BC******A*** ","***A**B *C**D***",24,15,14,13,9,5,1,2,3,7,11,10,9,5,4,8,9,13,12,8,9,5,6,2,3
11,3,4,2,"**DBC******A*** ","** *ABCD********",24,15,14,10,11,7,3,2,6,10,9,5,4,0,1,5,6,7,3,2,1,0,4,5,6
11,3,5,1,"*D*B*C*****A*** ","**A***B **C***D*",24,15,14,10,9,5,1,2,6,7,11,10,9,5,6,10,9,13,14,10,6,7,3,2,6
11,3,8,1,"*D*B****C**A*** ","*A***B** C***D**",24,15,14,10,11,7,6,5,1,2,3,7,6,10,9,5,6,2,1,5,6,10,14,13,9
11,3,8,2,"**DB****C**A*** ","***A**B**C**D **",24,15,14,10,6,2,3,7,11,10,6,2,3,7,11,15,14,10,9,13,14,10,9,8,12
11,3,10,1,"*D*B******CA*** ","*A***B***C **D**",24,15,14,10,11,7,6,5,1,2,3,7,6,10,9,5,6,2,1,5,6,10,14,13,9
11,3,13,1,"*D*B*******A*C* ","***A**B* C**D***",24,15,14,10,9,5,1,2,3,7,11,10,6,2,3,7,11,10,9,5,4,8,9,13,12
11,3,14,4,"***BD******A**C ","**A***B **C***D*",24,15,14,10,11,15,14,13,9,5,4,8,9,5,6,10,9,13,14,10,11,7,3,2,6
11,4,0,14,"C***B******A**D ","***** **ABCD****",24,15,14,10,11,15,14,13,9,10,6,5,4,0,1,5,4,8,9,5,1,2,6,10,9
11,4,3,8,"***CB***D**A*** ","***A**B**C *D***",24,15,14,13,12,8,9,5,4,0,1,2,3,7,11,10,6,2,3,7,11,10,6,5,9
11,4,8,1,"*D**B***C**A*** ","*A***B** C***D**",24,15,14,10,11,7,6,10,9,5,1,2,6,10,9,5,4,0,1,2,6,10,14,13,9
11,4,12,3,"***DB******AC** ","***D**C**B**A **",24,15,14,13,9,8,12,13,9,8,4,5,9,10,11,7,6,5,9,10,14,13,9,8,12
11,4,13,0,"D***B******A*C* ","***A**B* C**D***",24,15,14,10,6,7,11,10,9,5,4,0,1,2,3,7,6,5,9,8,4,5,9,13,12
11,4,14,1,"*D**B******A**C ","******* ABCD****",24,15,14,10,11,15,14,13,9,10,6,2,1,5,4,8,9,5,6,2,3,7,6,10,11
11,5,0,4,"C***DB*****A*** ","A***B **C***D***",24,15,14,10,11,7,6,10,9,8,4,0,1,5,6,10,9,13,12,8,4,5,1,0,4
11,5,2,0,"D*C**B*****A*** ","** *ABCD********",24,15,14,10,11,7,6,10,9,5,6,2,1,0,4,5,1,2,6,5,9,10,11,7,6
11,5,7,0,"D****B*C***A*** ","****ABCD** *****",24,15,14,10,11,7,6,10,9,5,6,2,1,0,4,5,1,2,6,5,9,10,11,7,6
11,5,12,1,"*D***B*****AC** ","***A**B**C**D **",24,15,14,10,6,7,11,10,6,5,1,2,3,7,11,10,9,5,4,8,12,13,9,8,12
