A,B,C,D,board start,board end,lvl,path
12,14,8,0,"D*******C***A*B ","********ABCD* **",24,15,11,10,9,8,4,0,1,5,4,8,9,5,6,10,9,8,12,13,14,15,11,10,9
12,14,13,0,"D***********ACB ","***D**C**B**A **",24,15,11,10,9,13,14,10,9,5,1,0,4,5,6,2,1,5,6,7,3,2,6,10,9
13,0,3,4,"B**CD********A* ","** D**C**B**A***",24,15,11,10,6,5,4,0,1,5,4,8,12,13,9,5,6,7,3,2,1,5,6,7,3
13,0,3,14,"B**C*********AD ","*A***B***C **D**",24,15,11,7,3,2,6,7,11,10,9,13,14,10,6,5,9,8,4,0,1,5,4,8,9
13,0,7,8,"B******CD****A* ","*A***B***C **D**",24,15,11,7,6,5,9,13,14,10,11,7,6,5,9,8,4,0,1,5,4,8,12,13,9
13,0,11,1,"BD*********C*A* ","****ABCD** *****",24,15,14,10,9,13,12,8,9,5,1,2,6,5,4,0,1,5,4,8,9,10,11,7,6
13,1,2,4,"*BC*D********A* ","** *ABCD********",24,15,14,10,9,13,12,8,9,5,4,8,9,10,11,7,3,2,6,5,1,2,3,7,6
13,1,3,12,"*B*C********DA* ","** *ABCD********",24,15,11,10,9,13,12,8,4,5,9,13,12,8,4,5,9,10,6,5,1,2,3,7,6
13,1,5,0,"DB***C*******A* ","** D**C**B**A***",24,15,14,10,6,5,1,0,4,8,12,13,9,5,1,2,3,7,6,5,1,2,6,7,3
13,1,11,0,"DB*********C*A* ","****ABCD** *****",24,15,14,10,9,13,12,8,9,5,1,0,4,5,1,2,6,5,4,8,9,10,11,7,6
13,2,3,0,"D*BC*********A* ","** *ABCD********",24,15,11,10,9,13,12,8,9,5,1,0,4,8,9,5,1,2,6,5,1,2,3,7,6
13,2,3,4,"**BCD********A* ","** D**C**B**A***",24,15,11,10,6,2,1,5,4,8,12,13,14,10,6,5,9,10,11,7,6,2,3,7,6
13,2,5,0,"D*B**C*******A* ","***D* C**B**A***",24,15,14,10,6,5,1,0,4,8,12,13,9,10,6,2,1,5,6,7,3,2,6,10,9
13,2,9,0,"D*B******C***A* ","****ABCD** *****",24,15,11,10,9,13,12,8,9,5,1,0,4,8,9,5,6,2,1,5,6,2,3,7,6
13,2,10,0,"D*B*******C**A* ","***D**C**B *A***",24,15,11,10,6,2,1,0,4,8,12,13,9,10,6,2,1,5,9,10,11,7,3,2,6
13,2,11,0,"D*B********C*A* ","***D**C**B *A***",24,15,14,10,6,2,1,0,4,8,12,13,9,10,6,2,1,5,9,10,11,7,3,2,6
13,2,12,1,"*DB*********CA* ","** D**C**B**A***",24,15,11,10,6,2,1,5,4,8,12,13,9,8,4,5,6,10,9,5,6,10,11,7,3
13,3,0,1,"CD*B*********A* ","** D**C**B**A***",24,15,11,7,3,2,1,0,4,5,6,7,3,2,1,5,6,10,9,8,12,13,9,5,6
13,3,0,6,"C**B**D******A* ","***D* C**B**A***",24,15,11,7,6,2,3,7,6,5,1,2,6,5,1,0,4,8,12,13,9,5,1,2,6
13,3,0,7,"C**B***D*****A* ","***D**C**B *A***",24,15,14,10,9,5,4,0,1,2,3,7,6,2,1,5,4,8,12,13,14,10,6,5,9
13,3,0,11,"C**B*******D*A* ","***** **ABCD****",24,15,14,10,9,13,12,8,4,0,1,2,3,7,6,2,1,5,4,8,9,5,6,10,9
13,3,1,8,"*C*B****D****A* ","***A**B *C**D***",24,15,11,10,9,13,12,8,4,5,9,10,6,5,1,2,3,7,6,10,9,5,6,2,3
13,3,2,4,"**CBD********A* ","** *ABCD********",24,15,14,10,9,13,12,8,9,5,4,8,9,10,6,5,1,2,3,7,6,2,1,5,6
13,3,2,8,"**CB****D****A* ","***A**B *C**D***",24,15,14,13,12,8,9,10,14,15,11,10,6,2,3,7,11,10,6,5,9,10,6,2,3
13,3,4,8,"***BC***D****A* ","***A**B *C**D***",24,15,11,10,9,13,12,8,4,5,9,8,4,0,1,2,6,5,1,2,6,7,3,2,6
13,3,6,4,"***BD*C******A* ","****ABCD** *****",24,15,11,10,9,13,12,8,9,5,4,8,9,10,6,5,1,2,3,7,6,2,1,5,6
13,3,7,4,"***BD**C*****A* ","** D**C**B**A***",24,15,11,7,3,2,6,7,11,10,6,5,4,8,12,13,9,10,6,5,1,2,6,7,3
