A,B,C,D,board start,board end,lvl,path
14,0,1,9,"BC*******D****A "," A***B***C***D**",20,15,11,10,14,13,9,10,6,5,9,8,4,5,1,0,4,8,9,5,1
14,0,1,10,"BC********D***A ","***** **ABCD****",20,15,11,10,14,13,9,10,6,5,1,0,4,8,9,5,1,2,6,10,9
14,0,1,12,"BC**********D*A ","A***B **C***D***",20,15,11,10,14,13,9,10,6,5,1,0,4,5,9,8,4,5,1,0,4
14,0,1,13,"BC***********DA ","**A** B***C***D*",20,15,11,10,14,13,9,5,1,0,4,8,9,5,6,10,9,5,1,2,6
14,0,2,13,"B*C**********DA ","**A** B***C***D*",20,15,11,10,14,13,9,10,6,2,1,0,4,5,9,10,6,5,1,2,6
14,0,4,3,"B**DC*********A ","***D* C**B**A***",20,15,11,10,9,13,14,10,9,5,4,0,1,2,6,5,4,8,12,13,9
14,0,4,7,"B***C**D******A ","****ABCD *******",20,15,11,10,14,13,9,10,14,13,12,8,9,5,4,0,1,2,6,5,4
14,0,4,10,"B***C*****D***A ","***** **ABCD****",20,15,11,10,14,13,9,5,4,0,1,2,6,5,9,10,6,5,4,8,9
14,0,5,10,"B****C****D***A ","***** **ABCD****",20,15,11,10,14,13,12,8,4,0,1,2,6,5,9,10,6,5,4,8,9
14,0,6,8,"B*****C*D*****A ","*A***B***C **D**",20,15,11,10,14,13,9,10,6,5,9,8,4,0,1,5,4,8,12,13,9
14,0,6,13,"B*****C******DA ","***** **ABCD****",20,15,11,10,14,13,9,10,14,15,11,10,6,5,4,0,1,5,4,8,9
14,0,7,6,"B*****DC******A ","***** **ABCD****",20,15,11,10,14,13,9,10,6,7,11,10,6,5,4,0,1,5,4,8,9
14,0,7,11,"B******C***D**A ","**A** B***C***D*",20,15,11,10,14,15,11,7,6,10,11,7,3,2,1,0,4,5,1,2,6
14,0,8,3,"B**D****C*****A ","***D* C**B**A***",20,15,11,10,9,8,4,0,1,5,9,13,14,10,6,5,4,8,12,13,9
14,0,8,7,"B******DC*****A ","****ABCD *******",20,15,11,10,14,13,9,10,6,5,4,8,9,5,4,0,1,2,6,5,4
14,0,9,3,"B**D*****C****A ","***D* C**B**A***",20,15,11,10,6,5,9,13,14,10,6,5,4,0,1,5,4,8,12,13,9
14,0,9,6,"B*****D**C****A ","****ABCD** *****",20,15,11,10,14,15,11,7,6,10,9,5,6,2,1,0,4,5,1,2,6
14,0,9,7,"B******D*C****A ","***** **ABCD****",20,15,11,7,6,5,4,0,1,5,4,8,12,13,14,10,9,13,12,8,9
14,0,10,3,"B**D******C***A ","***D* C**B**A***",20,15,11,7,6,10,9,13,14,10,9,8,4,0,1,5,4,8,12,13,9
14,0,10,6,"B*****D***C***A ","****ABCD *******",20,15,11,7,6,10,14,13,9,10,14,13,12,8,9,5,4,0,1,5,4
14,0,10,9,"B********DC***A ","*A***B***C **D**",20,15,11,10,14,13,9,10,11,7,6,5,9,8,4,0,1,5,4,8,9
14,0,10,13,"B*********C**DA ","**A** B***C***D*",20,15,11,10,14,13,9,5,6,10,11,7,3,2,1,0,4,5,1,2,6
14,0,11,13,"B**********C*DA ","**A** B***C***D*",20,15,11,10,14,15,11,7,6,10,14,13,9,5,1,0,4,5,1,2,6
14,0,13,3,"B**D*********CA ","***D**C**B *A***",20,15,11,10,9,13,14,10,9,8,4,0,1,5,4,8,12,13,9,5,6
