A,B,C,D,board start,board end,lvl,path
1,3,4,0,"DA*BC********** ","ABCD* **********",24,15,14,10,6,2,3,7,6,5,1,0,4,5,6,2,1,0,4,5,6,7,3,2,1
1,3,11,0,"DA*B*******C*** ","****ABCD** *****",24,15,14,10,11,7,6,2,3,7,6,5,1,0,4,5,6,2,1,5,6,2,3,7,6
1,11,3,0,"DA*C*******B*** ","** *ABCD********",24,15,14,13,9,5,1,0,4,5,1,2,3,7,6,5,9,10,11,7,6,10,9,5,6
1,11,4,0,"DA**C******B*** ","A***B **C***D***",24,15,14,10,11,7,6,5,4,0,1,2,6,10,9,8,4,5,6,10,14,13,12,8,4
1,11,14,0,"DA*********B**C ","****ABCD** *****",24,15,14,10,11,15,14,13,9,10,6,5,1,0,4,5,1,2,6,5,9,10,11,7,6
1,12,3,4,"*A*CD*******B** ","*A***B***C **D**",24,15,11,7,3,2,6,7,11,10,6,5,4,8,9,5,4,8,12,13,9,8,4,5,9
1,12,7,0,"DA*****C****B** ","****ABCD** *****",24,15,11,7,6,5,1,0,4,8,12,13,9,8,4,5,1,2,6,5,9,10,11,7,6
1,12,11,0,"DA*********CB** ","****ABCD** *****",24,15,14,13,9,8,12,13,9,8,4,5,1,0,4,5,1,2,6,5,9,10,11,7,6
1,13,3,0,"DA*C*********B* ","** *ABCD********",24,15,14,10,9,13,12,8,4,5,1,0,4,5,6,2,1,5,9,10,6,2,3,7,6
1,13,7,0,"DA*****C*****B* ","****ABCD** *****",24,15,11,7,6,5,9,13,12,8,4,5,1,0,4,5,1,2,6,5,9,10,11,7,6
1,14,3,0,"DA*C**********B ","** *ABCD********",24,15,11,10,14,13,9,10,6,5,1,0,4,5,6,2,1,5,9,10,6,2,3,7,6
1,14,4,0,"DA**C*********B ","A***B **C***D***",24,15,11,10,14,13,9,5,4,0,1,2,6,10,9,8,4,5,6,10,14,13,12,8,4
1,14,7,0,"DA*****C******B ","****ABCD** *****",24,15,11,10,14,13,9,10,11,7,6,5,1,0,4,5,1,2,6,5,9,10,11,7,6
1,14,11,0,"DA*********C**B ","*A***B***C **D**",24,15,11,10,14,15,11,7,6,2,1,0,4,5,1,2,6,10,9,5,6,10,14,13,9
1,14,13,0,"DA***********CB ","****ABCD** *****",24,15,11,10,14,13,9,10,6,5,1,0,4,5,1,2,6,5,9,10,14,15,11,7,6
2,0,12,3,"B*AD********C** ","ABCD* **********",24,15,14,10,9,8,12,13,9,8,4,5,9,10,6,5,4,0,1,2,6,5,4,0,1
2,3,4,0,"D*ABC********** ","***A* B**C**D***",24,15,11,7,3,2,6,7,11,10,9,8,4,0,1,5,9,8,4,5,9,13,12,8,9
2,3,9,0,"D*AB*****C***** ","***A**B* C**D***",24,15,11,7,3,2,1,0,4,5,1,2,6,7,11,15,14,13,9,5,4,8,9,13,12
2,3,12,0,"D*AB********C** ","***A**B**C**D **",24,15,11,7,3,2,1,0,4,5,1,2,6,7,11,10,9,5,4,8,12,13,9,8,12
2,3,14,0,"D*AB**********C ","***A**B**C *D***",24,15,11,7,3,2,1,5,4,0,1,5,9,8,4,5,6,7,11,10,14,13,12,8,9
2,7,12,3,"**AD***B****C** ","***A**B* C**D***",24,15,11,10,6,7,3,2,1,5,6,7,11,10,6,5,9,10,14,13,12,8,9,13,12
2,10,3,0,"D*AC******B**** ","** *ABCD********",24,15,11,7,6,10,9,5,1,2,6,5,1,0,4,5,1,2,6,5,1,2,3,7,6
2,10,12,3,"**AD******B*C** ","***A**B* C**D***",24,15,11,7,3,2,6,10,9,5,6,7,11,10,6,5,9,10,14,13,12,8,9,13,12
2,11,3,4,"**ACD******B*** ","***A* B**C**D***",24,15,14,10,11,7,3,2,6,7,11,15,14,13,12,8,4,5,6,10,9,13,12,8,9
2,11,5,0,"D*A**C*****B*** ","***A* B**C**D***",24,15,14,10,11,7,3,2,1,0,4,5,1,2,6,10,9,5,4,8,9,13,12,8,9
2,11,6,0,"D*A***C****B*** ","**A***B **C***D*",24,15,14,10,6,2,1,0,4,5,1,2,6,5,9,10,6,7,11,15,14,10,9,5,6
2,11,12,3,"**AD*******BC** ","***A***B** C***D",24,15,14,13,12,8,9,10,11,7,3,2,6,10,11,7,6,10,14,13,9,10,14,15,11
2,12,0,3,"C*AD********B** ","ABCD* **********",24,15,14,10,9,8,12,13,9,8,4,0,1,2,6,5,4,0,1,5,9,10,6,2,1
2,12,1,0,"DCA*********B** ","A***B **C***D***",24,15,14,13,12,8,4,0,1,2,6,10,9,13,12,8,4,0,1,5,9,13,12,8,4
2,12,3,5,"**AC*D******B** ","** *ABCD********",24,15,11,10,6,5,1,2,3,7,6,5,1,0,4,8,12,13,9,8,4,5,9,10,6
2,12,3,9,"**AC*****D**B** ","**A** B***C***D*",24,15,11,10,9,8,12,13,9,8,4,0,1,2,3,7,6,2,1,5,9,13,14,10,6
2,12,5,0,"D*A**C******B** ","*A***B***C **D**",24,15,11,10,9,8,12,13,9,5,4,0,1,2,6,10,9,8,4,5,9,8,12,13,9
2,12,7,1,"*DA****C****B** ","*A***B***C **D**",24,15,11,7,6,5,1,2,6,10,11,15,14,13,9,5,4,8,12,13,9,8,4,5,9
2,12,8,3,"**AD****C***B** ","***D**C**B**A **",24,15,11,10,6,2,1,5,6,10,9,8,12,13,14,10,9,5,6,10,14,13,9,8,12
2,12,13,3,"**AD********BC* ","***D* C**B**A***",24,15,11,10,6,2,1,5,6,10,9,5,4,8,9,13,12,8,4,5,9,13,14,10,6
2,12,14,0,"D*A*********B*C ","*A***B***C **D**",24,15,11,10,14,13,12,8,4,0,1,2,6,5,9,13,12,8,4,5,9,8,12,13,9
2,13,1,0,"DCA**********B* ","A***B **C***D***",24,15,11,10,6,5,4,0,1,2,6,10,9,13,12,8,4,0,1,5,9,13,12,8,4
2,13,3,4,"**ACD********B* ","***A* B**C**D***",24,15,11,7,3,2,6,7,11,10,6,5,9,13,12,8,4,5,9,13,12,8,9,10,6
2,13,12,3,"**AD********CB* ","***D**C* B**A***",24,15,14,13,12,8,9,13,14,10,9,5,6,2,1,5,6,10,9,5,4,8,9,13,12
2,14,11,0,"D*A********C**B ","*A***B***C **D**",24,15,11,10,14,15,11,7,6,5,1,0,4,5,1,2,6,10,9,5,6,10,14,13,9
2,14,12,3,"**AD********C*B ","***A**B* C**D***",24,15,11,7,3,2,6,7,11,10,14,13,12,8,4,5,6,10,9,5,4,8,9,13,12
3,0,12,2,"B*DA********C** ","***A**B**C**D **",24,15,11,10,6,2,1,0,4,5,6,10,9,5,1,2,6,5,4,8,12,13,9,8,12
3,0,12,11,"B**A*******DC** ","**A** B***C***D*",24,15,11,10,9,13,12,8,9,13,14,15,11,10,9,5,1,0,4,5,1,2,3,7,6
3,1,2,0,"DBCA*********** ","*A **B***C***D**",24,15,14,10,6,2,1,0,4,5,1,2,3,7,11,10,9,5,6,10,14,13,9,5,1
3,1,4,0,"DB*AC********** ","***A* B**C**D***",24,15,11,10,6,5,1,2,6,5,9,8,4,0,1,5,9,8,4,5,9,13,12,8,9
3,1,5,0,"DB*A*C********* ","***A**B* C**D***",24,15,11,10,9,5,1,2,6,5,4,0,1,5,4,8,12,13,9,5,4,8,9,13,12
