A,B,C,D,board start,board end,lvl,path
11,0,1,9,"BC*******D*A*** ","*A **B***C***D**",22,15,14,13,9,10,11,7,6,10,11,7,3,2,6,5,1,0,4,8,9,5,1
11,0,1,14,"BC*********A**D ","***** **ABCD****",22,15,14,10,11,15,14,13,9,10,6,5,1,0,4,8,9,5,1,2,6,10,9
11,0,3,10,"B**C******DA*** ","**A** B***C***D*",22,15,14,10,11,7,6,10,11,7,3,2,1,0,4,5,1,2,6,7,11,10,6
11,0,4,2,"B*D*C******A*** "," ***ABCD********",22,15,14,10,11,7,6,10,9,5,6,2,1,5,4,0,1,2,3,7,6,5,4
11,0,4,5,"B***CD*****A*** ","*A **B***C***D**",22,15,14,10,11,7,6,10,9,5,4,0,1,2,6,10,14,13,9,5,4,0,1
11,0,4,14,"B***C******A**D ","***** **ABCD****",22,15,14,10,11,15,14,13,9,5,4,0,1,2,6,5,9,10,6,5,4,8,9
11,0,6,5,"B****DC****A*** ","***** **ABCD****",22,15,14,10,11,7,6,5,9,10,6,7,11,10,6,5,4,0,1,5,4,8,9
11,0,6,8,"B*****C*D**A*** ","***A* B**C**D***",22,15,14,13,12,8,9,5,6,7,11,10,9,5,1,0,4,5,1,2,3,7,6
11,0,10,2,"B*D*******CA*** ","****ABCD** *****",22,15,14,13,9,10,11,7,6,10,9,5,6,2,1,0,4,5,1,2,3,7,6
11,0,10,5,"B****D****CA*** ","*A***B***C **D**",22,15,14,10,11,7,6,10,9,5,6,10,14,13,9,8,4,0,1,5,4,8,9
11,0,12,5,"B****D*****AC** ","*A***B** C***D**",22,15,14,10,11,7,6,10,9,5,4,0,1,5,6,2,1,5,4,8,12,13,9
11,0,12,10,"B*********DAC** ","**A** B***C***D*",22,15,14,13,12,8,9,13,14,10,11,7,6,10,9,5,1,0,4,5,1,2,6
11,0,13,6,"B*****D****A*C* ","****ABCD** *****",22,15,14,13,9,10,11,7,6,10,14,13,9,5,6,2,1,0,4,5,1,2,6
11,0,13,7,"B******D***A*C* ","***** **ABCD****",22,15,14,13,9,10,11,7,6,5,9,10,14,13,12,8,4,0,1,5,4,8,9
11,0,14,9,"B********D*A**C ","*A***B***C **D**",22,15,14,10,11,15,14,13,9,10,11,7,6,5,9,8,4,0,1,5,4,8,9
11,0,14,13,"B**********A*DC ","**A** B***C***D*",22,15,14,10,11,15,14,13,9,5,6,10,11,7,3,2,1,0,4,5,1,2,6
11,1,0,7,"CB*****D***A*** ","***** **ABCD****",22,15,14,10,11,7,6,5,1,0,4,5,1,2,6,5,9,10,6,5,4,8,9
11,1,0,10,"CB********DA*** ","**A** B***C***D*",22,15,14,10,11,7,6,10,9,5,1,0,4,8,9,5,1,2,6,5,9,10,6
11,1,2,5,"*BC**D*****A*** ","***** **ABCD****",22,15,14,10,11,7,6,5,9,10,6,2,3,7,11,10,6,5,1,0,4,8,9
11,1,3,4,"*B*CD******A*** ","** *ABCD********",22,15,14,10,11,7,6,5,4,8,9,10,6,5,9,8,4,5,1,2,3,7,6
11,1,3,8,"*B*C****D**A*** ","***A**B**C *D***",22,15,14,13,12,8,9,5,1,2,3,7,11,10,6,2,3,7,11,10,6,5,9
11,1,5,4,"*B**DC*****A*** ","A***B **C***D***",22,15,14,10,11,7,6,10,9,8,4,5,6,10,14,13,12,8,4,5,1,0,4
11,1,6,4,"*B**D*C****A*** ","***A* B**C**D***",22,15,14,13,12,8,4,5,6,7,11,15,14,13,12,8,9,5,1,2,3,7,6
11,1,7,2,"*BD****C***A*** ","***** **ABCD****",22,15,14,10,11,7,6,2,3,7,6,5,9,10,11,7,6,5,1,0,4,8,9
11,1,8,2,"*BD*****C**A*** ","*A***B** C***D**",22,15,14,10,11,7,6,2,1,5,6,10,9,5,6,2,1,5,6,10,14,13,9
11,1,8,4,"*B**D***C**A*** ","***A* B**C**D***",22,15,14,13,9,8,4,5,6,7,11,15,14,13,12,8,4,5,1,2,3,7,6
11,1,9,4,"*B**D****C*A*** ","***A* B**C**D***",22,15,14,13,12,8,4,5,6,7,11,15,14,13,12,8,4,5,1,2,3,7,6
11,1,10,4,"*B**D*****CA*** ","**A***B***C** D*",22,15,14,10,11,7,6,10,9,8,4,5,1,2,6,5,9,8,12,13,9,10,14
11,1,12,4,"*B**D******AC** ","***A* B**C**D***",22,15,14,13,12,8,4,5,6,7,11,10,9,13,12,8,4,5,1,2,3,7,6
11,1,12,5,"*B***D*****AC** ","**A** B***C***D*",22,15,14,13,12,8,9,5,6,10,11,7,6,10,9,13,14,10,9,5,1,2,6
11,1,12,7,"*B*****D***AC** ","**A** B***C***D*",22,15,14,13,12,8,9,13,14,10,11,7,6,10,11,15,14,10,9,5,1,2,6
11,1,12,14,"*B*********AC*D ","**A** B***C***D*",22,15,14,13,12,8,9,13,14,10,11,7,6,10,14,15,11,10,9,5,1,2,6
11,1,14,3,"*B*D*******A**C ","****ABCD** *****",22,15,14,10,11,15,14,13,9,10,11,7,3,2,6,5,9,8,4,5,1,2,6
11,1,14,12,"*B*********AD*C ","**A** B***C***D*",22,15,14,13,12,8,9,10,11,15,14,13,9,5,1,2,6,10,11,7,3,2,6
11,2,0,5,"C*B**D*****A*** ","*A **B***C***D**",22,15,14,10,11,7,6,10,9,5,4,0,1,2,6,5,4,8,12,13,9,5,1
11,2,0,9,"C*B******D*A*** ","*A **B***C***D**",22,15,14,13,9,10,11,7,6,10,9,8,4,0,1,2,6,5,4,8,9,5,1
11,2,0,10,"C*B*******DA*** ","**A** B***C***D*",22,15,14,10,11,7,6,2,1,0,4,5,6,10,9,5,1,2,6,5,9,10,6
11,2,1,4,"*CB*D******A*** ","*A **B***C***D**",22,15,14,10,11,7,6,10,9,8,4,5,1,2,6,10,9,8,12,13,9,5,1
11,2,3,5,"**BC*D*****A*** ","**A***B **C***D*",22,15,14,13,9,5,6,7,3,2,6,7,11,10,9,13,14,10,6,7,3,2,6
11,2,4,1,"*DB*C******A*** ","ABCD* **********",22,15,14,10,11,7,6,10,9,5,6,2,1,5,4,0,1,5,6,7,3,2,1
11,2,5,1,"*DB**C*****A*** ","****ABCD** *****",22,15,14,10,11,7,6,5,9,10,6,2,1,5,9,8,4,5,6,2,3,7,6
