A,B,C,D,board start,board end,lvl,path
14,5,11,0,"D****B*****C**A ","********ABCD** *",27,15,11,10,14,15,11,7,6,5,4,0,1,5,4,8,9,10,6,5,4,8,9,10,6,7,11,10
14,6,4,0,"D***C*B*******A ","*A***B **C***D**",27,15,11,10,14,13,9,5,4,0,1,5,4,8,9,5,1,2,6,10,14,13,9,5,6,2,1,5
14,6,11,0,"D*****B****C**A ","*********** ABCD",27,15,11,10,6,2,1,0,4,5,1,2,6,5,9,13,14,10,6,7,11,10,9,8,12,13,14,15
14,7,0,4,"C***D**B******A ","****** *ABCD****",27,15,11,10,14,13,9,5,4,0,1,2,6,5,4,8,9,10,6,7,11,10,6,5,4,8,9,10
14,7,6,0,"D*****CB******A ","**A***B** C***D*",27,15,11,10,14,13,12,8,4,0,1,5,4,8,9,5,6,10,9,5,1,2,6,7,11,15,14,10
14,7,11,0,"D******B***C**A ","**A***B***C **D*",27,15,11,10,14,13,12,8,4,0,1,5,4,8,9,5,6,10,9,5,1,2,6,7,11,15,14,10
14,7,13,0,"D******B*****CA ","********ABCD** *",27,15,11,10,14,13,9,5,1,0,4,5,1,2,6,5,9,10,6,7,11,10,6,5,4,8,9,10
14,9,12,0,"D********B**C*A ","**A***B** C***D*",27,15,11,10,14,13,12,8,4,5,1,0,4,5,1,2,6,10,9,5,1,2,6,10,9,13,14,10
14,10,0,4,"C***D*****B***A ","*A***B **C***D**",27,15,11,7,6,10,14,13,9,5,4,0,1,2,6,10,9,5,6,2,1,5,4,8,12,13,9,5
14,10,5,0,"D****C****B***A ","*A***B **C***D**",27,15,11,7,6,10,14,13,9,10,6,5,9,8,4,0,1,5,4,8,9,5,6,10,14,13,9,5
14,10,9,0,"D********CB***A ","**A***B** C***D*",27,15,11,10,14,13,9,5,4,0,1,5,4,8,9,5,6,10,11,7,3,2,6,10,9,13,14,10
14,10,11,0,"D*********BC**A ","*********** ABCD",27,15,11,7,6,2,1,0,4,5,1,2,6,5,9,13,14,10,6,7,11,10,9,8,12,13,14,15
14,10,12,0,"D*********B*C*A ","**A***B** C***D*",27,15,11,10,14,13,12,8,4,0,1,5,4,8,9,5,6,10,11,7,3,2,6,10,9,13,14,10
