A,B,C,D,board start,board end,lvl,path
14,3,10,0,"D**B******C***A ","**A***B **C***D*",26,15,11,10,14,13,9,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,11,7,3,2,6
14,3,11,4,"***BD******C**A ","** A**B**C**D***",26,15,14,13,12,8,4,5,6,10,11,15,14,13,12,8,9,10,6,7,11,10,6,2,3,7,6
14,3,12,2,"**DB********C*A ","***D* C**B**A***",26,15,11,7,3,2,6,7,11,10,9,13,14,10,6,5,4,8,12,13,9,8,4,5,9,10,6
14,3,12,6,"***B**D*****C*A ","**A***B***C** D*",26,15,11,10,6,5,9,13,12,8,9,10,14,13,9,5,6,10,11,7,3,2,6,7,11,10,14
14,4,3,0,"D**CB*********A ","** *ABCD********",26,15,11,10,14,13,9,5,4,0,1,5,4,8,9,10,6,5,9,8,4,5,1,2,3,7,6
14,4,7,0,"D***B**C******A ","** D**C**B**A***",26,15,11,10,9,13,14,10,9,5,4,8,12,13,9,5,1,0,4,5,6,2,1,5,6,7,3
14,4,8,0,"D***B***C*****A ","*A***B** C***D**",26,15,11,10,14,13,12,8,9,10,6,5,9,8,4,0,1,5,4,8,9,5,4,8,12,13,9
14,4,10,0,"D***B*****C***A ","*A***B***C **D**",26,15,11,10,14,13,9,10,11,7,6,5,9,8,4,0,1,5,9,8,4,5,9,8,12,13,9
14,4,13,0,"D***B********CA ","*A***B***C **D**",26,15,11,10,9,13,14,10,9,13,12,8,4,0,1,5,9,8,4,0,1,5,9,8,12,13,9
14,5,1,0,"DC***B********A ","***D* C**B**A***",26,15,11,10,9,13,14,10,6,2,1,0,4,8,12,13,9,5,6,2,1,5,6,7,3,2,6
14,5,2,0,"D*C**B********A ","** *ABCD********",26,15,11,10,14,15,11,7,6,10,9,5,6,2,1,0,4,5,1,2,6,5,9,10,11,7,6
14,5,3,0,"D**C*B********A ","** *ABCD********",26,15,11,10,14,13,9,8,4,0,1,5,4,8,9,10,6,5,9,8,4,5,1,2,3,7,6
14,5,6,0,"D****BC*******A ","****ABCD** *****",26,15,11,10,14,13,12,8,4,0,1,5,4,8,9,10,6,5,9,8,4,5,1,2,3,7,6
14,5,12,0,"D****B******C*A ","**A** B***C***D*",26,15,11,10,14,13,12,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,9,5,1,2,6
14,6,1,0,"DC****B*******A ","***D* C**B**A***",26,15,11,10,9,13,14,10,6,2,1,0,4,8,12,13,9,10,6,2,1,5,6,7,3,2,6
14,6,2,0,"D*C***B*******A ","** *ABCD********",26,15,11,10,14,13,9,5,6,10,9,5,6,2,1,0,4,5,1,2,6,5,9,10,11,7,6
14,6,3,0,"D**C**B*******A ","** D**C**B**A***",26,15,11,7,3,2,1,0,4,5,9,13,14,10,6,2,1,5,4,8,12,13,9,10,6,7,3
14,6,8,0,"D*****B*C*****A ","*A***B** C***D**",26,15,11,10,14,13,9,5,1,0,4,5,1,2,6,10,9,5,6,2,1,5,6,10,14,13,9
14,6,9,0,"D*****B**C****A ","*A***B** C***D**",26,15,11,10,14,13,12,8,4,0,1,5,4,8,9,5,6,10,14,13,9,5,6,2,1,5,9
14,6,10,0,"D*****B***C***A ","**A** B***C***D*",26,15,11,10,14,13,12,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,11,7,3,2,6
14,7,0,1,"CD*****B******A ","** D**C**B**A***",26,15,11,7,6,2,1,0,4,5,9,13,14,10,11,7,3,2,1,0,4,8,12,13,9,10,6
14,7,2,4,"**C*D**B******A ","** *ABCD********",26,15,11,7,6,10,14,13,9,5,4,8,9,10,6,5,9,10,11,7,6,10,9,8,4,5,6
14,7,5,0,"D****C*B******A ","**A***B **C***D*",26,15,11,10,14,13,9,5,1,0,4,5,1,2,6,10,9,5,1,2,6,10,9,13,14,10,6
14,7,9,0,"D******B*C****A ","**A***B **C***D*",26,15,11,10,14,13,9,5,4,0,1,5,4,8,9,5,6,10,9,13,14,10,9,5,1,2,6
14,7,12,0,"D******B****C*A ","**A***B **C***D*",26,15,11,10,14,13,12,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,9,5,1,2,6
14,7,12,2,"**D****B****C*A ","**A***B **C***D*",26,15,11,10,14,13,12,8,9,10,6,2,1,5,9,10,6,5,9,13,14,10,9,5,1,2,6
14,8,1,0,"DC******B*****A ","***D**C**B**A **",26,15,11,10,9,13,14,10,6,2,1,0,4,5,6,2,1,5,6,7,3,2,6,5,9,8,12
14,8,2,0,"D*C*****B*****A ","** *ABCD********",26,15,11,10,14,13,9,10,6,2,1,0,4,5,9,8,4,5,1,2,6,5,9,10,11,7,6
14,8,3,0,"D**C****B*****A ","** D**C**B**A***",26,15,11,7,3,2,1,0,4,8,12,13,14,10,6,2,1,5,4,8,12,13,9,5,6,7,3
14,8,7,0,"D******CB*****A ","** D**C**B**A***",26,15,11,10,9,8,12,13,14,10,9,5,1,0,4,8,12,13,9,10,6,2,1,5,6,7,3
