A,B,C,D,board start,board end,lvl,path
3,12,0,7,"C**A***D****B** ","****ABCD* ******",27,15,11,7,3,2,6,7,11,10,6,5,4,0,1,5,4,8,12,13,9,10,6,5,9,8,4,5
7,12,0,1,"CD*****A****B** ","****ABCD* ******",27,15,11,10,6,7,3,2,1,5,6,2,1,0,4,8,12,13,9,8,4,5,1,2,3,7,6,5
7,12,6,0,"D*****CA****B** ","**A***B** C***D*",27,15,14,13,12,8,4,0,1,5,4,8,9,5,6,7,11,10,9,13,14,10,9,5,1,2,6,10
7,12,11,0,"D******A***CB** ","**A***B***C **D*",27,15,14,13,12,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,9,5,6,7,3,2,6,10
7,13,1,0,"DC*****A*****B* ","****ABCD* ******",27,15,11,10,9,13,14,10,6,7,3,2,1,0,4,5,6,2,1,0,4,5,6,2,3,7,6,5
7,13,11,0,"D******A***C*B* ","**A***B***C **D*",27,15,14,13,9,10,14,13,12,8,4,0,1,5,4,8,9,5,6,7,3,2,6,10,9,13,14,10
7,14,11,0,"D******A***C**B ","**A***B***C **D*",27,15,14,13,9,5,1,0,4,5,1,2,6,5,9,10,6,7,11,15,14,10,11,7,3,2,6,10
10,3,12,0,"D**B******A*C** ","**A***B** C***D*",27,15,14,13,12,8,4,0,1,5,4,8,9,5,6,10,11,7,3,2,6,7,11,10,9,13,14,10
10,7,11,0,"D******B**AC*** ","****ABCD*** ****",27,15,14,13,9,10,6,5,1,0,4,5,1,2,6,5,9,10,6,7,11,10,9,8,4,5,6,7
10,11,1,0,"DC********AB*** ","****ABCD* ******",27,15,14,13,9,10,11,7,6,5,9,10,6,2,1,0,4,5,1,2,6,5,1,2,3,7,6,5
10,11,14,0,"D*********AB**C ","**A***B***C **D*",27,15,14,13,9,5,1,0,4,5,1,2,6,10,11,15,14,13,9,5,1,2,6,10,9,13,14,10
10,12,3,0,"D**C******A*B** ","****** *ABCD****",27,15,11,7,3,2,1,0,4,5,1,2,6,5,9,10,14,13,12,8,9,13,14,10,6,7,11,10
10,13,14,0,"D*********A**BC ","*A***B***C***D *",27,15,11,7,6,10,9,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,6,2,1,5,9,13
10,14,4,0,"D***C*****A***B ","*A***B **C***D**",27,15,11,7,6,10,14,13,9,5,6,10,9,8,4,0,1,5,4,8,9,5,4,8,12,13,9,5
10,14,11,0,"D*********AC**B ","********ABCD** *",27,15,11,7,6,5,4,0,1,5,4,8,9,10,14,15,11,7,6,5,4,8,9,10,6,7,11,10
11,0,14,1,"BD*********A**C ","* **ABCD********",27,15,14,10,11,15,14,13,9,5,1,0,4,8,9,10,6,5,9,10,11,7,6,10,9,8,4,5
11,0,14,4,"B***D******A**C ","*A** B***C***D**",27,15,14,10,11,15,14,13,9,10,11,7,6,5,9,8,4,0,1,5,9,8,12,13,9,10,6,5
11,1,8,0,"DB******C**A*** ","*A** B***C***D**",27,15,14,10,11,7,6,10,9,8,4,0,1,5,4,8,9,5,6,10,14,13,9,8,4,0,1,5
11,3,1,0,"DC*B*******A*** ","* **ABCD********",27,15,14,10,11,7,6,10,9,5,6,2,1,0,4,5,1,2,3,7,6,5,1,2,3,7,6,5
11,3,10,0,"D**B******CA*** ","********ABCD** *",27,15,14,10,11,7,3,2,1,0,4,5,1,2,6,5,9,10,6,7,11,10,6,5,4,8,9,10
11,3,14,0,"D**B*******A**C ","**A***B***C **D*",27,15,14,10,6,7,11,10,6,7,3,2,1,0,4,5,1,2,6,5,9,10,6,7,11,15,14,10
11,4,1,0,"DC**B******A*** ","A **B***C***D***",27,15,14,10,11,7,6,5,4,0,1,5,9,10,6,5,9,8,4,0,1,5,9,13,12,8,4,0
11,5,14,0,"D****B*****A**C ","**A***B***C **D*",27,15,14,10,11,15,14,13,9,5,1,0,4,5,1,2,6,10,9,5,1,2,6,10,9,13,14,10
11,6,3,0,"D**C**B****A*** ","****** *ABCD****",27,15,14,10,11,7,3,2,1,5,4,0,1,5,4,8,9,10,6,5,4,8,9,10,6,7,11,10
11,7,10,0,"D******B**CA*** ","********ABCD** *",27,15,14,10,11,7,6,5,4,0,1,5,4,8,9,10,11,7,6,5,4,8,9,10,6,7,11,10
11,7,14,0,"D******B***A**C ","**A***B***C **D*",27,15,14,13,9,5,1,0,4,5,1,2,6,5,9,10,6,7,11,15,14,10,6,7,3,2,6,10
11,8,1,0,"DC******B**A*** ","****ABCD* ******",27,15,14,10,11,7,3,2,1,0,4,5,9,10,6,2,1,5,6,2,3,7,6,5,9,8,4,5
