A,B,C,D,board start,board end,lvl,path
14,3,0,2,"C*DB**********A ","* **ABCD********",25,15,11,10,14,13,9,10,6,2,3,7,6,5,1,0,4,5,1,2,6,5,9,8,4,5
14,3,0,5,"C**B*D********A ","*A***B **C***D**",25,15,11,10,14,13,9,5,1,0,4,5,1,2,3,7,6,10,14,13,9,5,6,2,1,5
14,3,0,7,"C**B***D******A ","ABCD** *********",25,15,11,10,14,13,9,10,6,5,9,8,4,5,1,0,4,5,1,2,3,7,6,5,1,2
14,3,0,10,"C**B******D***A ","****** *ABCD****",25,15,11,7,3,2,1,0,4,5,1,2,6,7,11,10,14,13,9,10,6,5,4,8,9,10
14,3,1,4,"*C*BD*********A ","*A***B **C***D**",25,15,11,10,14,13,12,8,4,5,1,2,3,7,6,10,9,8,12,13,9,5,6,2,1,5
14,3,4,1,"*D*BC*********A ","*A***B **C***D**",25,15,11,10,14,13,9,5,1,2,3,7,6,10,9,5,6,2,1,5,4,8,12,13,9,5
14,3,5,4,"***BDC********A ","*A***B **C***D**",25,15,11,10,14,13,9,8,4,0,1,2,3,7,6,10,9,8,12,13,9,5,6,2,1,5
14,3,11,1,"*D*B*******C**A ","**A***B***C **D*",25,15,11,10,14,13,9,5,1,2,6,10,11,7,3,2,6,5,9,10,6,7,11,15,14,10
14,3,12,7,"***B***D****C*A ","**A***B** C***D*",25,15,11,10,14,13,12,8,9,13,14,15,11,7,6,10,11,7,3,2,6,7,11,15,14,10
14,4,1,0,"DC**B*********A ","A **B***C***D***",25,15,11,10,14,13,9,10,6,5,4,0,1,5,9,8,4,0,1,5,9,13,12,8,4,0
14,4,3,8,"***CB***D*****A ","****ABCD* ******",25,15,11,10,14,13,9,8,4,5,9,10,6,5,1,2,3,7,6,2,1,5,9,8,4,5
14,4,5,0,"D***BC********A ","*A** B***C***D**",25,15,11,10,14,13,9,10,6,5,9,8,4,0,1,5,4,8,9,5,6,10,14,13,9,5
14,4,9,0,"D***B****C****A ","A***B***C **D***",25,15,11,10,14,13,9,10,6,5,4,0,1,5,9,8,4,5,1,0,4,5,9,13,12,8
14,4,11,1,"*D**B******C**A ","*A** B***C***D**",25,15,11,10,14,15,11,7,6,5,1,2,6,10,9,5,6,10,14,13,9,10,6,2,1,5
14,5,4,0,"D***CB********A ","*A***B **C***D**",25,15,11,10,14,13,9,10,6,5,9,8,4,0,1,5,4,8,9,5,4,8,12,13,9,5
14,5,9,0,"D****B***C****A ","**A***B** C***D*",25,15,11,10,14,13,9,5,1,0,4,5,1,2,6,10,9,5,1,2,6,10,9,13,14,10
14,5,10,0,"D****B****C***A ","**A***B***C **D*",25,15,11,10,14,13,9,5,1,0,4,5,1,2,6,10,9,5,1,2,6,10,9,13,14,10
14,6,0,4,"C***D*B*******A ","*A***B **C***D**",25,15,11,10,14,13,9,5,4,0,1,2,6,10,9,5,6,2,1,5,4,8,12,13,9,5
14,6,5,0,"D****CB*******A ","*A***B **C***D**",25,15,11,10,14,13,9,10,6,5,9,8,4,0,1,5,4,8,9,5,6,10,14,13,9,5
