A,B,C,D,board start,board end,lvl,path
0,1,2,11,"ABC********D*** ","A ***B****C****D",11,15,11,10,6,2,3,7,11,10,6,5
0,1,2,14,"ABC***********D ","A ***B****C****D",11,15,14,10,6,2,3,7,11,10,6,5
0,1,5,2,"ABD**C********* ","ABCD** *********",11,15,14,10,6,5,9,10,11,7,3,2
0,1,7,10,"AB*****C**D**** ","A ***B****C****D",11,15,14,10,6,7,11,15,14,10,6,5
0,1,8,11,"AB******C**D*** ","A ***B****C****D",11,15,11,10,9,8,12,13,14,10,9,5
0,1,8,14,"AB******C*****D ","A ***B****C****D",11,15,14,13,9,8,12,13,14,10,9,5
0,1,9,2,"ABD******C***** ","ABCD** *********",11,15,14,10,9,5,6,10,11,7,3,2
0,1,9,7,"AB*****D*C***** ","A ***B****C****D",11,15,11,7,6,10,14,15,11,10,9,5
0,1,10,6,"AB****D***C**** ","ABCD** *********",11,15,11,7,3,2,6,10,11,7,3,2
0,1,10,7,"AB*****D**C**** ","A ***B****C****D",11,15,11,7,6,10,14,15,11,10,6,5
0,1,11,2,"ABD********C*** ","ABCD** *********",11,15,14,10,11,7,6,10,11,7,3,2
0,1,11,13,"AB*********C*D* ","A ***B****C****D",11,15,14,13,9,10,11,15,14,13,9,5
0,1,12,14,"AB**********C*D ","A ***B****C****D",11,15,14,13,12,8,9,13,14,10,9,5
0,1,14,7,"AB*****D******C ","A ***B****C****D",11,15,11,7,6,10,14,15,11,7,6,5
0,2,4,6,"A*B*C*D******** ","* **ABCD********",11,15,11,7,6,5,4,0,1,2,6,5
0,2,4,7,"A*B*C**D******* ","* **ABCD********",11,15,14,13,9,5,4,0,1,2,6,5
0,2,5,7,"A*B**C*D******* ","* **ABCD********",11,15,14,13,12,8,4,0,1,2,6,5
0,2,5,11,"A*B**C*****D*** ","A****B*** C****D",11,15,11,10,9,5,6,2,1,5,6,10
0,2,5,14,"A*B**C********D ","A****B*** C****D",11,15,14,13,9,5,6,2,1,5,6,10
0,2,6,5,"A*B**DC******** ","ABCD** *********",11,15,11,7,6,5,1,2,6,7,3,2
0,2,6,10,"A*B***C***D**** ","A****B ***C****D",11,15,14,10,11,15,14,10,6,2,1,5
0,2,7,3,"A*BD***C******* ","ABCD** *********",11,15,14,10,6,7,11,10,9,5,1,2
0,2,7,5,"A*B**D*C******* ","ABCD** *********",11,15,14,10,6,5,1,2,6,7,3,2
0,2,7,6,"A*B***DC******* ","ABCD** *********",11,15,14,13,9,5,1,2,6,7,3,2
0,2,7,14,"A*B****C******D ","A****B****C ***D",11,15,14,10,11,7,6,2,1,5,6,10
0,2,9,3,"A*BD*****C***** ","ABCD** *********",11,15,14,10,9,5,6,10,9,5,1,2
0,2,9,10,"A*B******CD**** ","* A***B***C***D*",11,15,14,10,9,5,1,0,4,5,6,2
0,2,10,9,"A*B******DC**** ","*A***B **C***D**",11,15,14,13,9,10,6,2,1,0,4,5
0,2,10,13,"A*B*******C**D* ","* A***B***C***D*",11,15,14,13,9,5,1,0,4,5,6,2
0,2,11,3,"A*BD*******C*** ","ABCD** *********",11,15,14,10,11,7,6,10,9,5,1,2
0,2,11,10,"A*B*******DC*** ","A****B****C*** D",11,15,14,10,6,2,1,5,6,10,11,15
0,2,13,14,"A*B**********CD ","A****B****C*** D",11,15,14,13,9,10,6,2,1,5,6,10
0,2,14,7,"A*B****D******C ","A****B****C ***D",11,15,11,7,6,2,1,5,6,10,14,15
0,2,14,10,"A*B*******D***C ","A****B ***C****D",11,15,11,10,14,15,11,7,6,2,1,5
0,3,5,6,"A**B*CD******** ","ABCD** *********",11,15,11,7,6,2,3,7,6,5,1,2
0,3,5,7,"A**B*C*D******* ","ABCD** *********",11,15,14,10,6,2,3,7,6,5,1,2
0,3,6,11,"A**B**C****D*** ","A****B ***C****D",11,15,11,10,6,2,3,7,6,2,1,5
0,3,6,14,"A**B**C*******D ","A****B ***C****D",11,15,14,10,6,2,3,7,6,2,1,5
0,3,9,11,"A**B*****C*D*** ","A****B ***C****D",11,15,11,7,3,2,6,7,11,10,9,5
0,3,10,11,"A**B******CD*** ","A****B ***C****D",11,15,11,7,6,2,3,7,6,2,1,5
0,4,2,11,"A*C*B******D*** ","A*** B****C****D",11,15,11,10,6,2,3,7,11,10,6,5
0,4,2,14,"A*C*B*********D ","A*** B****C****D",11,15,14,10,6,2,3,7,11,10,6,5
0,4,3,11,"A**CB******D*** ","A*** B****C****D",11,15,11,7,3,2,6,7,11,10,6,5
0,4,5,8,"A***BC**D****** ","A***B***C **D***",11,15,14,13,9,5,6,10,14,13,12,8
0,4,6,8,"A***B*C*D****** ","A***B***C **D***",11,15,14,10,6,5,9,10,14,13,12,8
0,4,6,13,"A***B*C******D* ","A*** B****C****D",11,15,14,13,9,10,11,15,14,10,6,5
0,4,8,11,"A***B***C**D*** ","A*** B****C****D",11,15,11,10,9,8,12,13,14,10,9,5
0,4,8,14,"A***B***C*****D ","A*** B****C****D",11,15,14,13,9,8,12,13,14,10,9,5
0,4,10,9,"A***B****DC**** ","A***B***C **D***",11,15,14,13,12,8,9,10,14,13,12,8
0,4,10,13,"A***B*****C**D* ","A*** B****C****D",11,15,14,13,9,10,11,15,14,10,9,5
0,4,11,13,"A***B******C*D* ","A*** B****C****D",11,15,14,13,9,10,11,15,14,13,9,5
0,4,13,10,"A***B*****D**C* ","A*** B****C****D",11,15,11,10,9,13,14,15,11,10,9,5
0,4,14,7,"A***B**D******C ","A*** B****C****D",11,15,11,7,6,10,14,15,11,7,6,5
0,4,14,8,"A***B***D*****C ","A***B***C **D***",11,15,11,10,14,13,9,10,14,13,12,8
0,5,1,11,"AC***B*****D*** ","A****B ***C****D",11,15,11,10,9,5,1,2,6,5,9,10
0,5,1,13,"AC***B*******D* ","*A***B **C***D**",11,15,14,10,6,5,1,0,4,8,9,5
0,5,1,14,"AC***B********D ","A****B ***C****D",11,15,14,13,9,5,1,2,6,5,9,10
0,5,2,10,"A*C**B****D**** ","A****B ***C****D",11,15,14,10,6,2,3,7,11,15,14,10
0,5,3,1,"AD*C*B********* ","ABCD** *********",11,15,11,7,3,2,1,5,6,7,3,2
0,5,3,14,"A**C*B********D ","A****B ***C****D",11,15,14,10,11,7,3,2,6,7,11,10
0,5,4,7,"A***CB*D******* ","****ABCD* ******",11,15,14,13,9,5,4,0,1,2,6,5
0,5,4,11,"A***CB*****D*** ","A****B*** C****D",11,15,11,10,6,5,4,8,9,5,6,10
0,5,4,14,"A***CB********D ","A****B*** C****D",11,15,14,10,6,5,4,8,9,5,6,10
0,5,6,1,"AD***BC******** ","ABCD** *********",11,15,11,7,6,2,1,5,6,7,3,2
0,5,6,3,"A**D*BC******** ","*** ABCD********",11,15,11,7,6,5,4,0,1,5,6,7
0,5,6,9,"A****BC**D***** ","A****B ***C****D",11,15,14,10,9,13,14,10,11,15,14,10
0,5,7,1,"AD***B*C******* ","ABCD** *********",11,15,14,10,6,2,1,5,6,7,3,2
0,5,7,3,"A**D*B*C******* ","*** ABCD********",11,15,14,13,12,8,4,0,1,2,6,7
0,5,7,6,"A****BDC******* ","A****B ***C****D",11,15,14,10,6,7,11,10,14,15,11,10
0,5,7,9,"A****B*C*D***** ","A****B****C*** D",11,15,11,7,6,10,9,13,14,10,11,15
0,5,7,13,"A****B*C*****D* ","A****B****C*** D",11,15,14,13,9,10,11,7,6,10,11,15
0,5,8,10,"A****B**C*D**** ","A****B*** C****D",11,15,11,10,9,8,12,13,14,15,11,10
0,5,9,4,"A***DB***C***** ","A***B***C **D***",11,15,14,13,9,8,4,5,9,13,12,8
