A,B,C,D,board start,board end,lvl,path
5,0,1,6,"BC***AD******** "," ***ABCD********",16,15,11,7,6,2,1,5,4,0,1,5,6,2,1,5,4
5,0,1,8,"BC***A**D****** "," A***B***C***D**",16,15,14,13,9,8,4,5,1,0,4,8,12,13,9,5,1
5,0,1,10,"BC***A****D**** ","***** **ABCD****",16,15,11,10,9,5,1,0,4,8,9,5,1,2,6,10,9
5,0,1,11,"BC***A*****D*** ","***** **ABCD****",16,15,14,13,9,5,1,0,4,8,9,5,1,2,6,10,9
5,0,2,13,"B*C**A*******D* ","*A **B***C***D**",16,15,14,10,6,5,1,2,6,5,1,0,4,8,9,5,1
5,0,4,2,"B*D*CA********* "," ***ABCD********",16,15,14,10,6,2,1,5,4,0,1,2,3,7,6,5,4
5,0,4,9,"B***CA***D***** "," A***B***C***D**",16,15,14,13,9,8,4,5,1,0,4,5,9,8,4,5,1
5,0,4,10,"B***CA****D**** ","**A** B***C***D*",16,15,14,10,6,5,4,0,1,2,6,5,4,8,9,10,6
5,0,4,14,"B***CA********D ","**A** B***C***D*",16,15,11,10,6,5,4,0,1,2,6,5,4,8,9,10,6
5,0,8,7,"B****A*DC****** ","****ABCD *******",16,15,14,13,9,8,4,5,9,8,4,0,1,2,6,5,4
5,0,11,2,"B*D**A*****C*** ","****ABCD** *****",16,15,14,10,11,7,6,2,1,0,4,5,1,2,3,7,6
5,0,11,7,"B****A*D***C*** ","******* ABCD****",16,15,14,13,9,5,4,0,1,5,4,8,9,5,6,10,11
5,0,11,9,"B****A***D*C*** ","*A***B***C **D**",16,15,14,10,11,15,14,13,9,8,4,0,1,5,4,8,9
5,0,11,12,"B****A*****CD** ","*A***B***C **D**",16,15,14,10,11,15,14,13,12,8,4,0,1,5,4,8,9
5,0,11,13,"B****A*****C*D* ","**A** B***C***D*",16,15,14,13,9,10,11,7,6,5,1,0,4,5,1,2,6
5,0,14,3,"B**D*A********C ","****ABCD** *****",16,15,11,10,14,15,11,7,3,2,1,0,4,5,1,2,6
5,0,14,6,"B****AD*******C ","****ABCD** *****",16,15,11,10,14,15,11,7,6,2,1,0,4,5,1,2,6
5,0,14,7,"B****A*D******C ","***** **ABCD****",16,15,11,7,6,10,14,13,9,5,4,0,1,5,4,8,9
5,0,14,8,"B****A**D*****C ","*A***B***C **D**",16,15,11,10,14,13,9,8,4,0,1,5,4,8,12,13,9
5,0,14,13,"B****A*******DC ","**A***B***C** D*",16,15,11,10,6,5,1,0,4,5,1,2,6,5,9,10,14
5,1,3,8,"*B*C*A**D****** ","** *ABCD********",16,15,14,13,9,8,4,5,9,10,6,5,1,2,3,7,6
5,1,3,9,"*B*C*A***D***** ","** *ABCD********",16,15,14,13,12,8,4,5,9,10,6,5,1,2,3,7,6
5,1,4,6,"*B**CAD******** ","****ABCD *******",16,15,14,13,9,5,4,8,9,10,11,7,6,5,1,0,4
5,1,6,8,"*B***AC*D****** ","****ABCD** *****",16,15,14,13,9,8,4,5,9,10,6,5,1,2,3,7,6
5,1,7,12,"*B***A*C****D** ","***A**B**C *D***",16,15,11,7,6,5,1,2,6,10,11,7,3,2,6,5,9
5,1,10,8,"*B***A**D*C**** ","***A* B**C**D***",16,15,14,13,12,8,9,10,6,5,1,2,6,7,3,2,6
5,1,11,12,"*B***A*****CD** ","***A**B**C *D***",16,15,14,10,11,7,6,5,1,2,6,7,3,2,6,5,9
5,1,12,11,"*B***A*****DC** ","***** **ABCD****",16,15,14,13,12,8,9,13,14,10,9,5,1,0,4,8,9
5,1,13,8,"*B***A**D****C* ","***A**B* C**D***",16,15,14,10,6,5,1,2,6,7,3,2,6,5,9,13,12
5,1,14,8,"*B***A**D*****C ","**A***B***C** D*",16,15,11,10,6,5,1,2,6,5,9,8,12,13,9,10,14
5,1,14,12,"*B***A******D*C ","***A* B**C**D***",16,15,11,10,14,13,9,10,6,5,1,2,6,7,3,2,6
5,2,0,3,"C*BD*A********* ","ABCD* **********",16,15,14,13,12,8,4,5,6,2,1,0,4,5,6,2,1
5,2,0,6,"C*B**AD******** ","** *ABCD********",16,15,11,7,6,5,1,0,4,5,6,2,1,0,4,5,6
5,2,0,7,"C*B**A*D******* ","** *ABCD********",16,15,14,10,6,5,1,0,4,5,6,2,1,0,4,5,6
5,2,0,12,"C*B**A******D** ","A***B **C***D***",16,15,14,10,6,2,1,5,4,0,1,5,6,10,9,8,4
5,2,0,13,"C*B**A*******D* ","*A **B***C***D**",16,15,14,10,6,5,4,0,1,2,6,5,4,8,9,5,1
5,2,1,8,"*CB**A**D****** ","*A **B***C***D**",16,15,14,10,6,5,1,2,6,10,9,8,12,13,9,5,1
5,2,1,12,"*CB**A******D** ","*A **B***C***D**",16,15,14,13,12,8,9,10,6,5,1,2,6,10,9,5,1
5,2,3,6,"**BC*AD******** ","ABCD*** ********",16,15,11,7,6,10,9,8,4,5,1,0,4,5,1,2,3
5,2,3,14,"**BC*A********D ","** A***B***C***D",16,15,14,10,11,7,3,2,6,5,1,2,6,10,11,7,3
5,2,4,1,"*DB*CA********* ","ABCD* **********",16,15,14,10,6,2,1,5,4,0,1,5,6,7,3,2,1
5,2,4,11,"**B*CA*****D*** ","***** **ABCD****",16,15,14,13,9,5,6,2,1,5,4,8,9,5,6,10,9
5,2,6,8,"**B**AC*D****** ","***A**B *C**D***",16,15,14,13,12,8,9,10,6,5,9,10,11,7,6,2,3
5,2,7,12,"**B**A*C****D** ","***A**B *C**D***",16,15,14,10,6,7,11,10,6,5,9,10,11,7,6,2,3
5,2,9,1,"*DB**A***C***** ","****ABCD** *****",16,15,14,10,9,8,4,5,6,2,1,5,6,2,3,7,6
5,2,9,4,"**B*DA***C***** ","*A***B** C***D**",16,15,14,10,6,2,1,5,4,8,9,5,6,10,14,13,9
5,2,10,4,"**B*DA****C**** ","*A***B***C **D**",16,15,14,10,6,2,1,5,4,8,9,5,6,10,14,13,9
5,2,11,1,"*DB**A*****C*** ","****ABCD** *****",16,15,14,10,11,7,6,2,1,0,4,5,6,2,3,7,6
5,2,14,4,"**B*DA********C ","*A***B***C **D**",16,15,11,10,6,2,1,5,4,8,9,5,6,10,14,13,9
5,3,0,2,"C*DB*A********* ","** *ABCD********",16,15,11,7,3,2,1,0,4,5,6,7,3,2,1,5,6
5,3,1,7,"*C*B*A*D******* ","** *ABCD********",16,15,11,7,6,2,3,7,11,10,6,2,1,0,4,5,6
5,3,1,11,"*C*B*A*****D*** ","** *ABCD********",16,15,14,10,6,2,3,7,11,10,6,2,1,0,4,5,6
5,3,1,12,"*C*B*A******D** ","***A**B *C**D***",16,15,14,10,6,5,1,2,6,10,9,5,6,7,3,2,6
5,3,1,13,"*C*B*A*******D* ","*A **B***C***D**",16,15,14,10,6,2,3,7,6,5,1,2,6,10,9,5,1
5,3,4,12,"***BCA******D** ","***A**B *C**D***",16,15,14,10,6,5,4,8,9,5,1,2,6,7,3,2,6
5,3,4,14,"***BCA********D ","**A***B **C***D*",16,15,11,7,3,2,6,5,4,0,1,2,6,5,9,10,6
5,3,8,12,"***B*A**C***D** ","***A**B *C**D***",16,15,14,10,6,5,9,8,4,5,1,2,6,7,3,2,6
5,3,9,2,"**DB*A***C***** ","****ABCD** *****",16,15,14,10,9,8,4,5,6,2,3,7,6,2,1,5,6
5,3,9,6,"***B*AD**C***** ","****ABCD** *****",16,15,14,10,9,8,4,5,1,2,3,7,6,2,1,5,6
5,3,9,11,"***B*A***C*D*** ","** A***B***C***D",16,15,14,10,9,13,14,15,11,10,6,5,1,2,6,7,3
5,3,10,7,"***B*A*D**C**** ","**A***B **C***D*",16,15,11,7,3,2,6,10,11,15,14,10,6,5,1,2,6
5,3,10,8,"***B*A**D*C**** ","***A**B *C**D***",16,15,14,13,12,8,9,10,6,5,1,2,6,7,3,2,6
5,3,11,2,"**DB*A*****C*** ","****ABCD** *****",16,15,14,10,11,7,6,2,3,7,6,2,1,0,4,5,6
5,3,11,7,"***B*A*D***C*** ","**A***B **C***D*",16,15,11,7,6,5,9,10,11,15,14,10,11,7,3,2,6
5,3,11,9,"***B*A***D*C*** ","**A***B **C***D*",16,15,14,10,9,13,14,10,11,7,3,2,6,5,1,2,6
5,3,11,12,"***B*A*****CD** ","** A**B**C**D***",16,15,14,10,11,7,6,5,9,10,11,7,6,2,3,7,6
5,3,13,11,"***B*A*****D*C* ","** A***B***C***D",16,15,14,13,9,10,14,15,11,10,6,5,1,2,6,7,3
5,3,14,7,"***B*A*D******C ","** A***B***C***D",16,15,11,7,6,10,14,15,11,10,6,5,1,2,6,7,3
5,3,14,12,"***B*A******D*C ","***A**B *C**D***",16,15,11,10,14,13,9,10,6,5,1,2,6,7,3,2,6
5,4,1,9,"*C**BA***D***** ","*A **B***C***D**",16,15,14,13,9,10,6,5,1,2,6,10,9,5,4,0,1
5,4,3,14,"***CBA********D ","**A** B***C***D*",16,15,11,7,3,2,6,7,11,10,6,5,4,0,1,2,6
5,4,7,2,"**D*BA*C******* ","** D**C**B**A***",16,15,14,13,9,5,4,8,9,13,12,8,9,5,6,7,3
5,4,9,2,"**D*BA***C***** ","*A***B***C **D**",16,15,14,10,6,2,1,5,6,10,9,5,4,8,12,13,9
5,4,10,2,"**D*BA****C**** ","******* ABCD****",16,15,11,10,9,5,4,8,9,5,6,2,3,7,6,10,11
5,4,11,2,"**D*BA*****C*** ","******* ABCD****",16,15,14,13,9,5,4,8,9,5,6,2,3,7,6,10,11
5,4,11,3,"***DBA*****C*** ","******* ABCD****",16,15,14,13,9,5,4,8,9,5,6,7,3,2,6,10,11
5,4,12,2,"**D*BA******C** ","*A***B** C***D**",16,15,14,10,6,2,1,5,6,10,9,5,4,8,12,13,9
