A,B,C,D,board start,board end,lvl,path
4,3,0,8,"C**BA***D****** ","*A***B **C***D**",23,15,14,13,9,8,12,13,9,5,4,0,1,2,3,7,6,2,1,5,4,8,9,5
4,3,2,8,"**CBA***D****** ","****** *ABCD****",23,15,14,13,9,8,4,5,6,2,3,7,6,2,1,5,6,10,9,5,6,7,11,10
4,3,8,1,"*D*BA***C****** ","* **ABCD********",23,15,14,10,6,2,1,0,4,8,9,10,6,2,3,7,6,5,4,0,1,2,6,5
4,3,10,0,"D**BA*****C**** ","ABCD** *********",23,15,14,13,9,5,1,0,4,5,1,2,3,7,6,5,1,2,6,10,11,7,3,2
4,3,11,0,"D**BA******C*** ","ABCD** *********",23,15,14,13,9,5,1,0,4,5,1,2,3,7,11,10,6,5,1,2,6,7,3,2
4,3,11,8,"***BA***D**C*** ","****ABCD*** ****",23,15,14,13,9,8,12,13,14,10,9,5,6,7,3,2,6,7,11,10,9,5,6,7
4,7,8,0,"D***A**BC****** ","*A***B **C***D**",23,15,14,13,9,5,4,0,1,5,6,7,11,10,9,8,4,5,9,8,12,13,9,5
4,11,2,0,"D*C*A******B*** ","ABCD** *********",23,15,14,10,11,7,6,10,9,5,1,0,4,5,6,2,1,5,9,10,11,7,3,2
4,11,3,0,"D**CA******B*** ","ABCD** *********",23,15,14,10,11,7,6,10,11,7,3,2,1,0,4,5,6,2,1,5,6,7,3,2
4,11,3,12,"***CA******BD** ","****ABCD*** ****",23,15,14,13,12,8,9,13,14,10,9,5,6,7,11,10,6,7,3,2,1,5,6,7
4,11,8,0,"D***A***C**B*** ","*A***B **C***D**",23,15,14,10,11,7,6,10,9,5,4,0,1,5,9,8,4,5,9,8,12,13,9,5
4,11,9,0,"D***A****C*B*** ","ABCD** *********",23,15,14,10,11,7,6,10,9,5,1,0,4,5,6,2,1,5,6,10,11,7,3,2
4,12,7,0,"D***A**C****B** ","****** *ABCD****",23,15,14,13,12,8,4,5,1,0,4,5,1,2,6,5,9,13,14,10,6,7,11,10
4,13,7,0,"D***A**C*****B* ","ABCD** *********",23,15,14,10,9,13,14,10,6,5,1,0,4,5,9,10,6,2,1,5,6,7,3,2
4,13,14,0,"D***A********BC ","*A***B***C***D *",23,15,11,10,9,5,4,0,1,5,4,8,9,5,6,10,9,13,14,10,6,5,9,13
4,14,3,8,"***CA***D*****B ","****** *ABCD****",23,15,11,10,14,15,11,7,3,2,6,10,9,8,4,5,6,10,9,5,6,7,11,10
4,14,7,0,"D***A**C******B ","****** *ABCD****",23,15,11,10,14,13,12,8,4,5,1,0,4,5,1,2,6,5,9,10,6,7,11,10
4,14,8,0,"D***A***C*****B ","*A** B***C***D**",23,15,11,10,14,13,9,10,6,5,4,0,1,5,9,8,4,5,9,8,12,13,9,5
4,14,13,0,"D***A********CB ","********ABCD** *",23,15,11,10,14,13,12,8,4,5,1,0,4,5,1,2,6,5,9,10,6,7,11,10
5,2,12,0,"D*B**A******C** ","* A***B***C***D*",23,15,14,13,12,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,9,5,6,2
5,3,0,4,"C**BDA********* ","* **ABCD********",23,15,14,10,6,2,1,5,4,0,1,2,3,7,6,5,4,0,1,2,3,7,6,5
5,3,9,0,"D**B*A***C***** ","****ABCD* ******",23,15,11,7,3,2,1,0,4,5,1,2,6,7,11,10,6,5,9,10,11,7,6,5
5,7,12,1,"*D***A*B****C** ","**A***B** C***D*",23,15,14,13,12,8,9,10,6,5,1,2,6,10,9,5,6,7,11,10,9,13,14,10
5,8,3,0,"D**C*A**B****** ","ABCD** *********",23,15,14,13,9,8,4,5,1,0,4,5,9,10,11,7,3,2,1,5,6,7,3,2
5,11,1,0,"DC***A*****B*** ","****ABCD* ******",23,15,14,10,11,7,6,2,1,0,4,5,9,10,6,2,1,5,6,2,3,7,6,5
5,11,4,0,"D***CA*****B*** ","*A***B **C***D**",23,15,14,10,11,7,6,10,9,8,4,0,1,5,9,8,4,5,9,8,12,13,9,5
5,11,13,0,"D****A*****B*C* ","********ABCD** *",23,15,14,13,9,5,4,0,1,5,4,8,9,10,11,7,6,5,9,10,6,7,11,10
5,12,0,1,"CD***A******B** ","*A** B***C***D**",23,15,14,13,9,8,4,5,1,0,4,8,12,13,9,5,1,0,4,8,12,13,9,5
5,12,6,0,"D****AC*****B** ","*A***B **C***D**",23,15,14,13,12,8,4,0,1,5,4,8,9,13,14,10,9,5,6,10,14,13,9,5
5,13,3,4,"***CDA*******B* ","****** *ABCD****",23,15,14,13,9,5,4,8,9,10,14,15,11,7,3,2,6,5,9,10,6,7,11,10
5,14,1,0,"DC***A********B ","****ABCD* ******",23,15,11,10,14,13,9,10,6,2,1,0,4,5,6,2,1,5,6,2,3,7,6,5
5,14,4,0,"D***CA********B ","*A***B **C***D**",23,15,11,10,14,13,12,8,4,0,1,5,6,10,9,8,4,5,9,8,12,13,9,5
5,14,7,0,"D****A*C******B ","****** *ABCD****",23,15,11,10,14,13,9,5,1,0,4,8,9,5,1,2,6,5,9,10,6,7,11,10
