A,B,C,D,board start,board end,lvl,path
0,1,3,6,"AB*C**D******** ","ABCD*** ********",6,15,11,7,6,2,3
0,1,3,7,"AB*C***D******* ","ABCD*** ********",6,15,14,10,6,2,3
0,1,5,9,"AB***C***D***** "," A***B***C***D**",6,15,14,13,9,5,1
0,1,5,13,"AB***C*******D* "," A***B***C***D**",6,15,14,10,9,5,1
0,1,9,13,"AB*******C***D* "," A***B***C***D**",6,15,14,10,6,5,1
0,4,5,6,"A***BCD******** "," ***ABCD********",6,15,11,7,6,5,4
0,4,5,7,"A***BC*D******* "," ***ABCD********",6,15,14,10,6,5,4
0,4,6,7,"A***B*CD******* "," ***ABCD********",6,15,14,13,9,5,4
0,4,12,9,"A***B****D**C** ","A***B***C***D **",6,15,14,13,9,8,12
0,4,12,13,"A***B*******CD* ","A***B***C***D **",6,15,14,10,9,8,12
0,5,1,2,"ACD**B********* ","ABCD* **********",6,15,11,7,3,2,1
0,5,1,3,"AC*D*B********* ","ABCD* **********",6,15,14,10,6,2,1
0,5,4,8,"A***CB**D****** ","A***B **C***D***",6,15,14,13,12,8,4
0,5,4,12,"A***CB******D** ","A***B **C***D***",6,15,14,13,9,8,4
0,5,6,7,"A****BCD******* "," ***ABCD********",6,15,14,13,12,8,4
0,5,9,13,"A****B***C***D* "," A***B***C***D**",6,15,14,10,6,2,1
1,5,10,12,"*A***B****C*D** ","*A***B***C **D**",6,15,14,13,12,8,9
1,5,14,9,"*A***B***D****C ","*A***B***C **D**",6,15,11,10,14,13,9
1,9,6,13,"*A****C**B***D* ","*A***B***C **D**",6,15,14,10,6,5,9
1,9,8,13,"*A******CB***D* ","*A***B** C***D**",6,15,14,10,6,5,9
1,9,10,13,"*A*******BC**D* ","*A***B***C **D**",6,15,11,7,6,5,9
2,1,5,9,"*BA**C***D***** ","*A **B***C***D**",6,15,14,13,9,5,1
2,1,5,13,"*BA**C*******D* ","*A **B***C***D**",6,15,14,10,9,5,1
2,1,9,13,"*BA******C***D* ","*A **B***C***D**",6,15,14,10,6,5,1
2,3,7,14,"**AB***C******D ","** A***B***C***D",6,15,14,10,11,7,3
2,3,9,12,"**AB*****C**D** ","***A**B *C**D***",6,15,11,7,3,2,6
2,3,10,11,"**AB******CD*** ","** A***B***C***D",6,15,11,10,6,7,3
2,3,11,14,"**AB*******C**D ","** A***B***C***D",6,15,14,10,6,7,3
2,5,6,13,"**A**BC******D* ","**A** B***C***D*",6,15,14,13,9,10,6
