A,B,C,D,board start,board end,lvl,path
2,0,3,5,"B*AC*D********* "," ***ABCD********",20,15,14,10,6,5,1,2,3,7,6,5,4,0,1,5,6,2,1,5,4
2,0,3,9,"B*AC*****D***** ","*A **B***C***D**",20,15,14,13,9,5,1,2,3,7,6,2,1,0,4,5,6,10,9,5,1
2,0,3,13,"B*AC*********D* ","**A** B***C***D*",20,15,14,13,12,8,4,0,1,2,3,7,6,2,1,5,4,8,9,10,6
2,0,7,8,"B*A****CD****** ","*A***B***C **D**",20,15,14,13,9,8,4,0,1,2,6,7,11,10,6,5,4,8,12,13,9
2,0,8,3,"B*AD****C****** ","ABCD* **********",20,15,14,13,9,8,4,5,9,10,6,5,4,0,1,2,6,5,4,0,1
2,0,11,1,"BDA********C*** ","*A***B***C **D**",20,15,14,13,9,5,1,0,4,8,9,5,1,2,6,10,11,15,14,13,9
2,0,12,1,"BDA*********C** ","*A***B** C***D**",20,15,14,13,9,5,1,0,4,8,12,13,9,5,1,2,6,10,14,13,9
2,0,14,3,"B*AD**********C ","ABCD* **********",20,15,11,10,14,15,11,7,6,10,9,8,4,0,1,2,6,5,4,0,1
2,0,14,4,"B*A*D*********C ","*A***B***C **D**",20,15,11,10,9,5,4,8,9,5,1,0,4,5,1,2,6,10,14,13,9
2,1,0,3,"CBAD*********** ","ABCD* **********",20,15,14,10,6,2,1,0,4,5,6,2,1,5,6,10,9,8,4,0,1
2,1,3,0,"DBAC*********** ","** *ABCD********",20,15,14,10,6,2,1,0,4,5,6,2,1,0,4,5,6,2,3,7,6
2,1,3,4,"*BACD********** ","** *ABCD********",20,15,14,13,9,5,4,0,1,2,6,5,1,0,4,5,1,2,3,7,6
2,1,3,8,"*BAC****D****** ","***A**B**C *D***",20,15,11,7,3,2,6,7,11,10,6,5,1,2,6,5,9,13,12,8,9
2,1,5,0,"DBA**C********* ","*A***B***C **D**",20,15,14,13,9,5,1,0,4,5,1,2,6,10,9,5,4,8,12,13,9
2,1,6,0,"DBA***C******** ","****ABCD** *****",20,15,14,10,6,2,1,0,4,5,6,2,1,0,4,5,6,2,3,7,6
2,1,8,3,"*BAD****C****** ","ABCD* **********",20,15,14,13,9,8,4,5,9,10,6,5,1,2,6,10,9,8,4,0,1
2,1,9,0,"DBA******C***** ","*A***B***C **D**",20,15,14,10,6,5,1,0,4,5,1,2,6,10,9,5,4,8,12,13,9
2,1,10,0,"DBA*******C**** ","****ABCD** *****",20,15,11,7,6,2,1,0,4,5,6,2,1,0,4,5,6,2,3,7,6
2,1,12,0,"DBA*********C** ","*A***B** C***D**",20,15,14,13,9,5,1,0,4,5,1,2,6,10,9,5,4,8,12,13,9
2,3,0,1,"CDAB*********** ","** *ABCD********",20,15,14,10,6,2,1,0,4,5,6,2,3,7,6,2,1,0,4,5,6
2,3,0,9,"C*AB*****D***** ","***A**B *C**D***",20,15,14,13,9,8,4,0,1,5,4,8,12,13,9,5,6,7,3,2,6
2,3,4,11,"**ABC******D*** ","** A***B***C***D",20,15,14,13,9,5,4,8,9,5,6,10,9,13,14,15,11,10,6,7,3
2,3,5,4,"**ABDC********* ","***A**B* C**D***",20,15,11,7,3,2,6,7,11,10,9,8,4,5,9,13,12,8,4,5,9
2,3,6,4,"**ABD*C******** ","***A**B *C**D***",20,15,14,13,12,8,4,5,6,10,14,13,12,8,9,5,6,7,3,2,6
2,3,7,1,"*DAB***C******* ","ABCD*** ********",20,15,14,13,9,5,1,2,6,5,4,0,1,2,3,7,6,5,1,2,3
2,3,9,1,"*DAB*****C***** ","****ABCD** *****",20,15,14,10,9,5,6,2,1,5,6,2,3,7,6,2,1,0,4,5,6
2,3,11,1,"*DAB*******C*** ","****ABCD** *****",20,15,14,10,11,7,6,2,1,5,6,2,3,7,6,2,1,0,4,5,6
2,3,12,6,"**AB**D*****C** ","***A**B**C**D **",20,15,11,7,3,2,1,5,6,7,11,10,9,5,4,8,12,13,9,8,12
2,3,12,7,"**AB***D****C** ","***A***B** C***D",20,15,14,13,12,8,9,13,14,15,11,7,3,2,6,10,9,13,14,15,11
2,3,13,1,"*DAB*********C* ","***A**B* C**D***",20,15,11,7,3,2,6,5,1,2,6,7,11,10,9,5,4,8,9,13,12
2,3,14,4,"**ABD*********C ","***A**B *C**D***",20,15,11,10,14,13,12,8,4,5,9,13,12,8,9,10,11,7,3,2,6
2,4,0,11,"C*A*B******D*** ","*A **B***C***D**",20,15,14,10,11,7,6,5,4,0,1,5,4,8,9,10,14,13,9,5,1
2,4,3,9,"**ACB****D***** ","*A **B***C***D**",20,15,14,13,9,5,4,0,1,2,3,7,6,2,1,5,6,10,9,5,1
2,4,5,0,"D*A*BC********* ","*A***B** C***D**",20,15,14,13,9,5,4,0,1,5,4,8,9,5,1,2,6,10,14,13,9
2,4,6,0,"D*A*B*C******** ","*A **B***C***D**",20,15,14,13,9,5,4,0,1,5,4,8,9,5,6,10,14,13,9,5,1
2,4,7,8,"**A*B**CD****** ","***A**B**C *D***",20,15,14,13,12,8,9,10,6,7,3,2,1,5,4,8,9,10,6,5,9
2,4,8,0,"D*A*B***C****** ","*A***B** C***D**",20,15,14,13,12,8,4,0,1,2,6,10,9,8,4,5,9,8,12,13,9
2,4,9,0,"D*A*B****C***** ","*A***B***C **D**",20,15,14,13,12,8,4,0,1,2,6,10,9,8,4,5,9,8,12,13,9
