A,B,C,D,board start,board end,lvl,path
0,1,3,10,"AB*C******D**** ","ABCD*** ********",10,15,11,10,6,7,11,10,6,2,3
0,1,3,11,"AB*C*******D*** ","ABCD*** ********",10,15,14,10,6,7,11,10,6,2,3
0,1,4,9,"AB**C****D***** "," A***B***C***D**",10,15,14,13,9,5,4,8,9,5,1
0,1,4,13,"AB**C********D* "," A***B***C***D**",10,15,14,10,9,5,4,8,9,5,1
0,1,5,8,"AB***C**D****** "," A***B***C***D**",10,15,14,13,9,8,12,13,9,5,1
0,1,5,10,"AB***C****D**** "," A***B***C***D**",10,15,14,13,9,10,14,13,9,5,1
0,1,6,9,"AB****C**D***** "," A***B***C***D**",10,15,14,13,9,5,6,10,9,5,1
0,1,6,13,"AB****C******D* "," A***B***C***D**",10,15,14,10,9,5,6,10,9,5,1
0,1,10,12,"AB********C*D** "," A***B***C***D**",10,15,14,13,12,8,9,10,6,5,1
0,1,10,13,"AB********C**D* "," A***B***C***D**",10,15,11,7,6,5,9,10,6,5,1
0,1,13,10,"AB********D**C* "," A***B***C***D**",10,15,14,10,9,13,14,10,6,5,1
0,1,13,12,"AB**********DC* "," A***B***C***D**",10,15,14,10,9,13,12,8,4,5,1
0,1,14,9,"AB*******D****C "," A***B***C***D**",10,15,11,10,14,13,9,10,6,5,1
0,2,5,9,"A*B**C***D***** "," A***B***C***D**",10,15,14,13,9,5,1,2,6,5,1
0,2,5,13,"A*B**C*******D* "," A***B***C***D**",10,15,14,10,9,5,1,2,6,5,1
0,4,1,6,"AC**B*D******** "," ***ABCD********",10,15,11,7,6,5,1,2,6,5,4
0,4,1,7,"AC**B**D******* "," ***ABCD********",10,15,14,13,9,5,1,2,6,5,4
0,4,5,2,"A*D*BC********* "," ***ABCD********",10,15,14,10,6,2,3,7,6,5,4
0,4,5,10,"A***BC****D**** "," ***ABCD********",10,15,11,10,6,7,11,10,6,5,4
0,4,7,3,"A**DB**C******* "," ***ABCD********",10,15,14,10,6,7,3,2,1,5,4
0,4,7,10,"A***B**C**D**** "," ***ABCD********",10,15,11,10,6,7,11,10,9,5,4
0,4,9,6,"A***B*D**C***** "," ***ABCD********",10,15,11,7,6,5,9,10,6,5,4
0,4,9,7,"A***B**D*C***** "," ***ABCD********",10,15,14,10,9,5,6,10,9,5,4
0,4,10,3,"A**DB*****C**** "," ***ABCD********",10,15,11,7,3,2,6,10,9,5,4
0,4,10,7,"A***B**D**C**** "," ***ABCD********",10,15,14,13,9,5,6,10,9,5,4
0,4,11,6,"A***B*D****C*** "," ***ABCD********",10,15,14,10,11,7,6,10,9,5,4
0,4,12,10,"A***B*****D*C** ","A***B***C***D **",10,15,14,13,9,10,14,13,9,8,12
0,4,12,14,"A***B*******C*D ","A***B***C***D **",10,15,11,10,9,13,14,10,9,8,12
0,5,1,6,"AC***BD******** ","ABCD* **********",10,15,11,7,6,2,3,7,6,2,1
0,5,1,7,"AC***B*D******* ","ABCD* **********",10,15,14,10,6,2,3,7,6,2,1
0,5,2,3,"A*CD*B********* ","ABCD*** ********",10,15,11,7,3,2,1,5,6,2,3
0,5,2,6,"A*C**BD******** ","** *ABCD********",10,15,11,7,6,5,4,0,1,5,6
0,5,2,7,"A*C**B*D******* ","** *ABCD********",10,15,14,10,6,5,4,0,1,5,6
0,5,3,6,"A**C*BD******** ","ABCD*** ********",10,15,11,7,6,2,1,5,6,2,3
0,5,3,7,"A**C*B*D******* ","ABCD*** ********",10,15,14,10,6,2,1,5,6,2,3
0,5,4,9,"A***CB***D***** ","A***B **C***D***",10,15,14,13,12,8,9,13,12,8,4
0,5,4,13,"A***CB*******D* ","A***B **C***D***",10,15,14,10,9,8,12,13,9,8,4
0,5,8,9,"A****B**CD***** ","*A***B** C***D**",10,15,14,13,9,5,1,0,4,5,9
0,5,8,12,"A****B**C***D** ","A***B***C***D **",10,15,14,13,12,8,4,5,9,8,12
0,5,8,13,"A****B**C****D* ","*A***B** C***D**",10,15,14,10,9,5,1,0,4,5,9
0,5,10,3,"A**D*B****C**** "," ***ABCD********",10,15,11,7,3,2,6,10,9,8,4
0,5,10,12,"A****B****C*D** "," A***B***C***D**",10,15,14,13,12,8,9,10,6,2,1
0,5,11,6,"A****BD****C*** "," ***ABCD********",10,15,14,10,11,7,6,10,9,8,4
0,5,12,9,"A****B***D**C** ","A***B***C***D **",10,15,14,13,9,8,4,5,9,8,12
0,5,12,13,"A****B******CD* ","A***B***C***D **",10,15,14,10,9,8,4,5,9,8,12
0,5,14,9,"A****B***D****C "," A***B***C***D**",10,15,11,10,14,13,9,10,6,2,1
0,6,1,2,"ACD***B******** ","ABCD* **********",10,15,14,13,9,5,6,7,3,2,1
0,6,2,3,"A*CD**B******** ","ABCD*** ********",10,15,11,7,3,2,6,5,1,2,3
0,6,2,7,"A*C***BD******* ","** *ABCD********",10,15,14,13,12,8,4,0,1,5,6
0,6,4,12,"A***C*B*****D** ","A***B **C***D***",10,15,14,13,9,5,6,10,9,8,4
0,6,5,12,"A****CB*****D** "," A***B***C***D**",10,15,14,13,12,8,9,5,6,2,1
0,6,8,9,"A*****B*CD***** "," A***B***C***D**",10,15,14,13,9,8,4,5,6,2,1
0,6,8,13,"A*****B*C****D* "," A***B***C***D**",10,15,14,10,9,8,4,5,6,2,1
0,6,9,7,"A*****BD*C***** ","****ABCD** *****",10,15,14,10,9,8,4,0,1,5,6
0,6,9,12,"A*****B**C**D** "," A***B***C***D**",10,15,14,13,12,8,4,5,6,2,1
0,6,10,7,"A*****BD**C**** ","****ABCD** *****",10,15,14,13,12,8,4,0,1,5,6
0,8,5,6,"A****CD*B****** "," ***ABCD********",10,15,11,7,6,5,4,8,9,5,4
0,8,5,7,"A****C*DB****** "," ***ABCD********",10,15,14,10,6,5,4,8,9,5,4
0,9,1,3,"AC*D*****B***** ","ABCD* **********",10,15,14,10,6,5,9,10,6,2,1
0,9,2,6,"A*C***D**B***** "," ***ABCD********",10,15,11,7,6,2,1,5,9,8,4
0,9,2,7,"A*C****D*B***** "," ***ABCD********",10,15,14,10,6,2,1,5,9,8,4
0,9,4,8,"A***C***DB***** ","A***B **C***D***",10,15,14,10,6,5,9,13,12,8,4
0,9,5,3,"A**D*C***B***** "," ***ABCD********",10,15,11,7,3,2,6,5,9,8,4
0,9,6,3,"A**D**C**B***** "," ***ABCD********",10,15,11,7,3,2,1,5,9,8,4
0,9,6,13,"A*****C**B***D* "," A***B***C***D**",10,15,14,10,6,5,9,10,6,2,1
0,9,8,12,"A*******CB**D** ","A***B***C***D **",10,15,14,13,12,8,9,5,4,8,12
0,9,8,13,"A*******CB***D* ","*A***B** C***D**",10,15,14,10,6,5,1,0,4,5,9
0,9,10,13,"A********BC**D* "," A***B***C***D**",10,15,11,7,6,5,9,10,6,2,1
0,10,1,3,"AC*D******B**** ","ABCD* **********",10,15,11,7,6,10,9,5,6,2,1
0,10,4,12,"A***C*****B*D** ","A***B **C***D***",10,15,14,13,9,10,6,5,9,8,4
0,10,5,7,"A****C*D**B**** "," ***ABCD********",10,15,14,13,9,10,6,5,9,8,4
0,10,5,13,"A****C****B**D* "," A***B***C***D**",10,15,11,7,6,10,9,5,6,2,1
1,0,9,13,"BA*******C***D* ","*A **B***C***D**",10,15,14,10,6,2,1,0,4,5,1
1,2,3,6,"*ABC**D******** ","ABCD*** ********",10,15,11,7,6,5,4,0,1,2,3
1,2,3,7,"*ABC***D******* ","ABCD*** ********",10,15,14,13,12,8,4,0,1,2,3
1,2,7,11,"*AB****C***D*** ","** A***B***C***D",10,15,11,7,3,2,1,5,6,7,3
1,2,10,11,"*AB*******CD*** ","**A***B***C***D ",10,15,11,7,6,2,1,5,9,13,14
1,3,7,11,"*A*B***C***D*** ","** A***B***C***D",10,15,11,7,6,2,1,5,6,7,3
1,3,9,12,"*A*B*****C**D** ","** A**B**C**D***",10,15,11,7,3,2,1,5,6,7,3
1,3,10,11,"*A*B******CD*** ","** A***B***C***D",10,15,11,10,6,2,1,5,6,7,3
1,3,11,10,"*A*B******DC*** ","**A***B **C***D*",10,15,14,10,11,7,3,2,1,5,6
1,3,11,14,"*A*B*******C**D ","** A***B***C***D",10,15,14,10,6,2,1,5,6,7,3
1,4,6,2,"*AD*B*C******** ","ABCD* **********",10,15,11,7,3,2,6,5,4,0,1
1,4,9,5,"*A**BD***C***** ","*A***B***C **D**",10,15,14,10,9,5,4,8,12,13,9
1,4,10,5,"*A**BD****C**** ","*A***B***C **D**",10,15,14,13,9,5,4,8,12,13,9
1,4,11,13,"*A**B******C*D* ","*A***B***C **D**",10,15,14,10,11,7,6,5,4,8,9
1,4,12,5,"*A**BD******C** ","*A***B** C***D**",10,15,14,13,9,5,4,8,12,13,9
1,4,12,9,"*A**B****D**C** ","*A***B** C***D**",10,15,14,10,6,5,4,8,12,13,9
1,5,2,6,"*AC**BD******** ","** *ABCD********",10,15,11,7,6,5,1,0,4,5,6
1,5,2,7,"*AC**B*D******* ","** *ABCD********",10,15,14,10,6,5,1,0,4,5,6
1,5,6,9,"*A***BC**D***** ","*A***B***C **D**",10,15,14,10,6,7,11,15,14,13,9
1,5,7,9,"*A***B*C*D***** ","*A***B***C **D**",10,15,11,7,6,10,11,15,14,13,9
1,5,9,10,"*A***B***CD**** ","*A***B** C***D**",10,15,14,13,12,8,9,10,14,13,9
1,5,10,6,"*A***BD***C**** ","****ABCD** *****",10,15,11,7,6,5,1,0,4,5,6
1,5,11,10,"*A***B****DC*** ","*A***B***C **D**",10,15,14,13,9,10,11,15,14,13,9
1,5,11,12,"*A***B*****CD** ","*A***B***C **D**",10,15,14,10,11,15,14,13,12,8,9
1,5,14,8,"*A***B**D*****C ","*A***B***C **D**",10,15,11,10,14,13,9,8,12,13,9
1,6,2,7,"*AC***BD******* ","** *ABCD********",10,15,14,13,9,5,1,0,4,5,6
1,6,2,14,"*AC***B*******D ","**A***B **C***D*",10,15,11,7,6,2,1,5,9,10,6
1,6,4,12,"*A**C*B*****D** ","*A***B** C***D**",10,15,14,13,12,8,4,5,6,10,9
1,6,8,5,"*A***DB*C****** ","*A***B** C***D**",10,15,14,13,9,5,6,10,14,13,9
1,6,9,7,"*A****BD*C***** ","****ABCD** *****",10,15,14,10,9,5,1,0,4,5,6
1,6,10,5,"*A***DB***C**** ","*A***B***C **D**",10,15,14,10,9,5,6,10,14,13,9
1,6,10,7,"*A****BD**C**** ","****ABCD** *****",10,15,14,13,9,5,1,0,4,5,6
1,6,10,11,"*A****B***CD*** ","**A***B***C***D ",10,15,11,7,3,2,1,5,9,13,14
1,6,10,13,"*A****B***C**D* ","**A***B***C** D*",10,15,14,10,6,2,1,5,6,10,14
1,6,13,5,"*A***DB******C* ","*A***B***C **D**",10,15,14,13,9,5,6,10,14,13,9
1,6,14,5,"*A***DB*******C ","*A***B***C **D**",10,15,11,10,9,5,6,10,14,13,9
1,6,14,13,"*A****B******DC ","**A***B***C** D*",10,15,11,10,6,2,1,5,6,10,14
1,7,2,10,"*AC****B**D**** ","**A***B **C***D*",10,15,14,10,6,2,1,5,9,10,6
1,7,2,14,"*AC****B******D ","**A***B **C***D*",10,15,11,10,6,2,1,5,9,10,6
1,7,9,12,"*A*****B*C**D** ","** A**B**C**D***",10,15,14,10,6,2,1,5,6,7,3
1,8,6,13,"*A****C*B****D* ","*A***B***C **D**",10,15,14,10,6,5,9,8,4,5,9
