A,B,C,D,board start,board end,lvl,path
4,0,7,8,"B***A**CD****** "," A***B***C***D**",20,15,14,10,6,7,3,2,1,0,4,5,6,10,9,8,12,13,9,5,1
4,0,12,2,"B*D*A*******C** ","*A***B** C***D**",20,15,14,10,6,2,1,5,6,10,9,5,4,0,1,5,4,8,12,13,9
4,0,12,3,"B**DA*******C** ","***D**C* B**A***",20,15,14,13,12,8,4,0,1,5,9,13,12,8,4,5,9,10,6,5,9
4,0,13,1,"BD**A********C* "," A***B***C***D**",20,15,14,13,9,5,1,0,4,8,9,5,6,10,14,13,9,10,6,5,1
4,1,2,8,"*BC*A***D****** ","A***B **C***D***",20,15,14,13,12,8,9,5,1,2,6,10,9,5,1,0,4,5,9,8,4
4,1,3,0,"DB*CA********** ","** *ABCD********",20,15,14,13,9,5,1,0,4,5,1,2,6,5,4,0,1,2,3,7,6
4,1,3,8,"*B*CA***D****** ","** *ABCD********",20,15,14,13,9,8,12,13,14,10,9,5,6,10,9,5,1,2,3,7,6
4,1,3,12,"*B*CA*******D** ","** *ABCD********",20,15,14,13,12,8,9,13,14,10,9,5,6,10,9,5,1,2,3,7,6
4,1,7,12,"*B**A**C****D** ","A***B **C***D***",20,15,14,10,6,7,3,2,1,5,6,2,1,0,4,5,6,10,9,8,4
4,1,10,0,"DB**A*****C**** ","****ABCD** *****",20,15,14,13,9,5,1,0,4,5,1,2,6,5,4,0,1,2,3,7,6
4,2,7,12,"**B*A**C****D** ","A***B **C***D***",20,15,14,10,6,7,11,10,9,5,6,2,1,0,4,5,6,10,9,8,4
4,2,8,1,"*DB*A***C****** ","****ABCD** *****",20,15,14,13,9,8,12,13,14,10,9,5,6,2,1,5,6,2,3,7,6
4,2,9,0,"D*B*A****C***** ","ABCD* **********",20,15,14,10,6,5,1,0,4,5,9,10,6,2,1,5,6,7,3,2,1
4,2,11,8,"**B*A***D**C*** ","****ABCD** *****",20,15,14,13,9,8,12,13,14,10,9,5,6,10,11,7,6,2,1,5,6
4,2,12,1,"*DB*A*******C** ","****ABCD** *****",20,15,14,13,12,8,9,13,14,10,9,5,6,2,1,5,6,2,3,7,6
4,2,14,0,"D*B*A*********C ","*A***B***C **D**",20,15,11,10,6,2,1,5,4,0,1,5,4,8,9,5,6,10,14,13,9
4,3,0,5,"C**BAD********* ","ABCD* **********",20,15,11,7,3,2,6,5,1,2,6,7,3,2,1,0,4,5,6,2,1
4,3,0,10,"C**BA*****D**** ","ABCD* **********",20,15,11,10,6,7,11,10,6,2,3,7,6,2,1,0,4,5,6,2,1
4,3,1,12,"*C*BA*******D** ","A***B **C***D***",20,15,14,13,9,5,1,2,3,7,6,2,1,0,4,5,6,10,9,8,4
4,3,6,0,"D**BA*C******** ","ABCD* **********",20,15,11,7,3,2,1,0,4,5,6,7,3,2,1,5,6,7,3,2,1
4,3,8,2,"**DBA***C****** ","****ABCD** *****",20,15,14,13,9,8,12,13,14,10,9,5,6,2,3,7,6,2,1,5,6
4,3,8,5,"***BAD**C****** ","*A***B** C***D**",20,15,14,13,9,5,4,0,1,2,3,7,6,2,1,5,6,10,14,13,9
4,3,9,8,"***BA***DC***** ","A***B **C***D***",20,15,14,13,12,8,9,10,6,2,3,7,6,5,1,2,6,5,1,0,4
4,3,10,8,"***BA***D*C**** ","***A**B *C**D***",20,15,14,13,12,8,9,5,4,8,9,10,6,5,1,2,6,7,3,2,6
4,3,11,12,"***BA******CD** ","***A**B *C**D***",20,15,14,10,11,7,6,5,4,8,9,10,6,5,1,2,6,7,3,2,6
4,3,12,2,"**DBA*******C** ","****ABCD** *****",20,15,14,13,12,8,9,13,14,10,9,5,6,2,3,7,6,2,1,5,6
4,3,12,6,"***BA*D*****C** ","****ABCD** *****",20,15,14,13,12,8,9,13,14,10,9,5,1,2,3,7,6,2,1,5,6
4,3,12,7,"***BA**D****C** ","****ABCD** *****",20,15,14,13,12,8,9,13,14,15,11,7,3,2,6,7,11,10,9,5,6
4,3,12,10,"***BA*****D*C** ","***** **ABCD****",20,15,11,7,3,2,6,7,11,10,9,8,12,13,9,8,4,5,6,10,9
4,3,12,11,"***BA******DC** ","****ABCD** *****",20,15,14,13,12,8,9,13,14,10,6,7,3,2,6,7,11,10,9,5,6
4,3,12,13,"***BA*******CD* ","A***B***C***D **",20,15,14,10,6,2,3,7,6,5,1,2,6,5,1,0,4,5,9,8,12
4,3,13,5,"***BAD*******C* ","****ABCD** *****",20,15,14,13,9,10,14,15,11,7,6,5,1,2,3,7,6,2,1,5,6
4,3,13,8,"***BA***D****C* ","A***B **C***D***",20,15,11,7,3,2,6,7,11,10,9,13,12,8,9,5,6,2,1,0,4
4,3,14,1,"*D*BA*********C ","****ABCD** *****",20,15,11,10,14,15,11,7,6,2,3,7,6,2,1,5,6,2,3,7,6
4,3,14,12,"***BA*******D*C ","***A**B *C**D***",20,15,11,10,14,13,9,5,4,8,9,10,6,5,1,2,6,7,3,2,6
4,5,1,0,"DC**AB********* "," ***ABCD********",20,15,14,10,6,2,1,0,4,5,6,2,1,5,6,2,3,7,6,5,4
4,5,3,12,"***CAB******D** ","A***B **C***D***",20,15,11,7,3,2,6,7,11,10,9,5,6,2,1,0,4,5,9,8,4
4,5,11,0,"D***AB*****C*** ","*A***B***C **D**",20,15,14,10,6,5,4,0,1,5,4,8,9,5,6,10,11,15,14,13,9
4,5,12,0,"D***AB******C** ","*A***B** C***D**",20,15,14,10,6,5,4,0,1,5,9,8,4,5,6,10,9,8,12,13,9
4,5,13,0,"D***AB*******C* ","*A***B***C **D**",20,15,14,13,9,10,6,5,4,0,1,5,4,8,9,5,6,10,14,13,9
4,6,3,12,"***CA*B*****D** ","** *ABCD********",20,15,14,13,12,8,9,13,14,10,9,5,6,2,3,7,6,10,11,7,6
4,6,8,1,"*D**A*B*C****** "," A***B***C***D**",20,15,14,13,9,5,1,0,4,8,9,5,4,8,12,13,9,5,6,2,1
4,6,11,0,"D***A*B****C*** ","*A***B***C **D**",20,15,14,13,9,5,4,0,1,5,4,8,9,5,6,10,11,15,14,13,9
4,6,12,0,"D***A*B*****C** ","*A***B** C***D**",20,15,14,13,9,5,4,0,1,5,9,8,4,5,6,10,9,8,12,13,9
4,6,12,1,"*D**A*B*****C** ","*A***B** C***D**",20,15,14,13,9,5,1,0,4,8,9,5,6,2,1,0,4,8,12,13,9
4,7,0,10,"C***A**B**D**** ","**A***B **C***D*",20,15,14,10,9,5,4,0,1,2,6,5,4,0,1,2,6,5,9,10,6
4,7,0,12,"C***A**B****D** ","** A**B**C**D***",20,15,14,13,9,5,4,0,1,5,6,2,1,5,4,8,9,5,6,7,3
4,7,1,8,"*C**A**BD****** ","***** **ABCD****",20,15,14,13,9,8,4,5,1,2,6,7,11,10,9,5,6,7,11,10,9
4,7,2,0,"D*C*A**B******* ","ABCD* **********",20,15,14,10,6,2,1,0,4,5,6,7,3,2,1,5,6,7,3,2,1
4,7,2,8,"**C*A**BD****** ","** *ABCD********",20,15,14,13,9,8,12,13,14,10,6,7,11,10,9,5,6,10,11,7,6
4,7,2,12,"**C*A**B****D** ","** *ABCD********",20,15,14,13,12,8,9,13,14,10,6,7,11,10,9,5,6,10,11,7,6
4,7,5,0,"D***AC*B******* ","ABCD* **********",20,15,14,10,6,5,1,0,4,5,6,7,3,2,1,5,6,7,3,2,1
