A,B,C,D,board start,board end,lvl,path
13,0,1,6,"BC****D******A* ","* **ABCD********",19,15,14,10,9,13,12,8,9,5,1,0,4,8,9,10,11,7,6,5
13,0,2,5,"B*C**D*******A* ","* **ABCD********",19,15,14,10,9,13,14,10,6,5,9,10,11,7,6,2,1,0,4,5
13,0,3,7,"B**C***D*****A* ","ABCD ***********",19,15,14,10,9,13,14,10,6,2,3,7,6,5,9,8,4,5,1,0
13,0,4,5,"B***CD*******A* ","*A** B***C***D**",19,15,14,10,9,13,12,8,9,5,4,8,12,13,9,5,4,0,1,5
13,0,4,9,"B***C****D***A* ","*A** B***C***D**",19,15,14,10,9,13,12,8,4,5,9,10,14,13,9,8,4,0,1,5
13,0,4,10,"B***C*****D**A* ","*A** B***C***D**",19,15,14,10,9,13,12,8,4,5,9,13,14,10,9,8,4,0,1,5
13,0,4,11,"B***C******D*A* ","**** ***ABCD****",19,15,14,10,9,13,12,8,4,0,1,5,9,8,4,5,6,10,9,8
13,0,4,14,"B***C********AD ","*A** B***C***D**",19,15,11,10,9,13,12,8,4,5,9,13,14,10,9,8,4,0,1,5
13,0,5,12,"B****C******DA* ","*A** B***C***D**",19,15,14,10,9,8,4,5,9,13,12,8,4,5,9,8,4,0,1,5
13,0,5,14,"B****C*******AD ","A*** B****C****D",19,15,14,10,9,13,14,10,6,5,9,10,6,2,1,5,4,0,1,5
13,0,6,12,"B*****C*****DA* ","*A** B***C***D**",19,15,14,10,9,13,14,10,6,5,9,10,14,13,12,8,4,0,1,5
13,0,7,9,"B******C*D***A* ","****** *ABCD****",19,15,14,10,9,13,12,8,4,0,1,5,4,8,9,5,6,7,11,10
13,0,8,4,"B***D***C****A* ","*A** B***C***D**",19,15,14,10,9,13,12,8,4,5,9,8,12,13,9,8,4,0,1,5
13,0,8,5,"B****D**C****A* ","*A** B***C***D**",19,15,14,13,9,5,6,10,14,13,9,10,6,5,9,8,4,0,1,5
13,0,8,6,"B*****D*C****A* ","*A** B***C***D**",19,15,14,10,9,13,14,10,6,5,9,10,14,13,9,8,4,0,1,5
13,0,8,9,"B*******CD***A* ","*A** B***C***D**",19,15,14,10,9,13,14,10,6,5,9,13,14,10,9,8,4,0,1,5
13,0,8,11,"B*******C**D*A* ","*A** B***C***D**",19,15,14,10,11,15,14,10,9,13,14,10,6,5,9,8,4,0,1,5
13,0,9,8,"B*******DC***A* ","*A** B***C***D**",19,15,14,10,9,13,12,8,4,5,9,10,14,13,12,8,4,0,1,5
13,0,10,9,"B********DC**A* ","*A***B***C***D *",19,15,14,10,9,13,14,10,6,5,9,8,4,0,1,5,4,8,9,13
13,0,12,14,"B***********CAD ","*A***B***C***D *",19,15,11,10,9,13,12,8,4,5,9,8,4,0,1,5,4,8,9,13
13,0,14,7,"B******D*****AC ","********ABCD** *",19,15,11,7,6,10,9,13,12,8,4,0,1,5,4,8,9,5,6,10
13,0,14,9,"B********D***AC ","*A***B***C***D *",19,15,11,10,9,13,14,10,6,5,9,8,4,0,1,5,4,8,9,13
13,1,0,8,"CB******D****A* ","A **B***C***D***",19,15,14,10,9,13,12,8,4,5,9,8,4,0,1,5,9,8,4,0
13,1,0,12,"CB**********DA* ","A **B***C***D***",19,15,14,10,9,13,14,10,6,5,9,8,4,0,1,5,9,8,4,0
13,1,2,9,"*BC******D***A* ","* A***B***C***D*",19,15,14,10,9,13,14,10,6,5,9,10,6,2,1,5,9,10,6,2
13,1,2,14,"*BC**********AD ","* A***B***C***D*",19,15,11,10,9,13,12,8,4,5,9,10,6,2,1,5,9,10,6,2
13,1,4,2,"*BD*C********A* ","* **ABCD********",19,15,14,10,9,13,12,8,9,5,4,8,9,10,6,2,3,7,6,5
13,1,4,5,"*B**CD*******A* ","* **ABCD********",19,15,14,10,9,13,12,8,9,10,6,5,4,8,9,10,11,7,6,5
13,1,4,14,"*B**C********AD ","A*** B****C****D",19,15,14,10,9,13,12,8,9,5,4,8,9,5,6,10,9,5,1,0
13,1,6,12,"*B****C*****DA* ","*A***B **C***D**",19,15,14,10,6,2,1,5,9,13,12,8,4,5,9,10,6,2,1,5
13,1,7,9,"*B*****C*D***A* ","****ABCD*** ****",19,15,14,10,9,13,14,15,11,10,6,5,9,8,4,5,1,2,6,7
13,1,7,14,"*B*****C*****AD ","**A***B***C **D*",19,15,14,13,9,10,14,15,11,7,6,10,9,5,1,2,6,5,9,10
13,1,8,5,"*B***D**C****A* ","* **ABCD********",19,15,14,10,9,13,14,10,6,5,9,8,4,5,9,10,11,7,6,5
13,1,8,6,"*B****D*C****A* ","* **ABCD********",19,15,14,10,9,13,14,15,11,7,6,5,9,8,4,5,9,10,6,5
13,1,8,14,"*B******C****AD ","A*** B****C****D",19,15,14,10,9,13,14,10,6,5,9,8,4,5,6,10,9,5,1,0
13,1,9,12,"*B*******C**DA* ","*A***B **C***D**",19,15,14,10,9,13,12,8,4,5,6,2,1,5,9,10,6,2,1,5
13,1,10,12,"*B********C*DA* ","*A***B **C***D**",19,15,11,7,6,2,1,5,9,13,12,8,4,5,9,10,6,2,1,5
13,1,11,5,"*B***D*****C*A* ","* **ABCD********",19,15,14,10,9,13,14,10,6,5,9,10,11,7,6,10,9,8,4,5
13,1,12,8,"*B******D***CA* ","*A** B***C***D**",19,15,14,10,9,13,12,8,4,0,1,5,9,13,12,8,4,0,1,5
13,1,12,14,"*B**********CAD ","A*** B****C****D",19,15,14,10,9,13,12,8,9,13,14,10,9,5,4,8,9,5,1,0
13,1,14,5,"*B***D*******AC ","********ABCD** *",19,15,11,10,9,13,12,8,9,5,1,2,6,10,9,5,6,7,11,10
13,2,0,7,"C*B****D*****A* ","* **ABCD********",19,15,14,10,9,13,12,8,9,5,1,0,4,8,9,5,1,2,6,5
13,2,1,5,"*CB**D*******A* ","* **ABCD********",19,15,14,10,9,13,14,10,6,5,9,8,4,5,1,2,3,7,6,5
13,2,1,10,"*CB*******D**A* ","****ABCD*** ****",19,15,11,10,9,13,14,10,6,2,1,5,9,8,4,5,6,2,3,7
13,2,1,11,"*CB********D*A* ","****ABCD*** ****",19,15,14,10,9,13,14,10,6,2,1,5,9,8,4,5,6,2,3,7
13,2,3,10,"**BC******D**A* ","****** *ABCD****",19,15,11,7,6,2,3,7,11,10,6,2,1,5,9,13,12,8,9,10
13,2,4,14,"**B*C********AD ","*A***B **C***D**",19,15,11,10,9,13,14,10,6,5,9,10,6,2,1,5,4,8,9,5
13,2,6,5,"**B**DC******A* ","*A***B **C***D**",19,15,14,13,9,10,14,13,9,5,6,10,14,13,9,5,6,2,1,5
13,2,6,8,"**B***C*D****A* ","*A***B **C***D**",19,15,14,10,9,13,14,10,6,5,9,8,12,13,9,10,6,2,1,5
13,2,7,9,"**B****C*D***A* ","****ABCD*** ****",19,15,14,10,9,13,14,15,11,10,6,2,1,5,9,8,4,5,6,7
13,2,8,9,"**B*****CD***A* ","*A***B **C***D**",19,15,14,13,9,10,14,15,11,7,6,10,9,8,4,5,6,2,1,5
13,2,9,4,"**B*D****C***A* ","*A***B **C***D**",19,15,14,10,9,13,12,8,4,5,9,8,12,13,9,10,6,2,1,5
13,2,9,8,"**B*****DC***A* ","*A***B **C***D**",19,15,14,10,9,13,12,8,4,5,9,13,12,8,9,10,6,2,1,5
13,2,10,5,"**B**D****C**A* ","*A***B **C***D**",19,15,14,13,9,5,6,10,14,13,9,10,6,5,9,10,6,2,1,5
13,2,11,9,"**B******D*C*A* ","* A***B***C***D*",19,15,14,10,9,13,14,10,11,7,6,5,9,8,4,0,1,5,6,2
13,2,11,12,"**B********CDA* ","*A***B **C***D**",19,15,14,10,11,7,6,5,9,13,12,8,4,5,9,10,6,2,1,5
13,2,12,8,"**B*****D***CA* ","*A***B***C** D**",19,15,14,10,9,13,12,8,4,5,9,10,6,2,1,5,6,10,9,13
13,3,5,6,"***B*CD******A* ","****** *ABCD****",19,15,14,10,6,7,3,2,6,7,11,10,6,5,9,13,12,8,9,10
13,3,5,9,"***B*C***D***A* ","**A***B** C***D*",19,15,14,13,9,10,14,13,9,5,6,10,11,7,3,2,6,7,11,10
13,3,5,11,"***B*C*****D*A* ","****** *ABCD****",19,15,14,10,11,7,3,2,6,7,11,10,6,5,9,13,12,8,9,10
13,3,6,10,"***B**C***D**A* ","*A***B **C***D**",19,15,14,10,9,13,14,10,6,5,9,10,6,2,3,7,6,2,1,5
13,3,6,11,"***B**C****D*A* ","***A** B***C***D",19,15,14,13,9,10,14,15,11,10,6,2,3,7,11,10,6,2,3,7
13,3,6,14,"***B**C******AD ","*A***B **C***D**",19,15,11,10,9,13,14,10,6,5,9,10,6,2,3,7,6,2,1,5
13,3,8,11,"***B****C**D*A* ","********* **ABCD",19,15,11,7,3,2,6,7,11,10,6,5,9,8,12,13,9,10,14,13
13,3,9,12,"***B*****C**DA* ","*A***B **C***D**",19,15,14,10,9,13,12,8,4,5,9,10,6,2,3,7,6,2,1,5
13,3,14,6,"***B**D******AC ","********ABCD** *",19,15,11,10,6,7,3,2,6,7,11,10,6,5,9,13,12,8,9,10
13,4,0,10,"C***B*****D**A* ","*A** B***C***D**",19,15,14,10,9,13,14,10,6,5,9,8,4,0,1,5,4,8,9,5
13,4,0,14,"C***B********AD ","*A** B***C***D**",19,15,11,10,9,13,14,10,6,5,9,8,4,0,1,5,4,8,9,5
13,4,1,12,"*C**B*******DA* ","*A** B***C***D**",19,15,14,10,9,13,12,8,9,5,1,0,4,8,9,5,4,0,1,5
