A,B,C,D,board start,board end,lvl,path
11,8,10,0,"D*******B*CA*** ","****ABCD* ******",27,15,14,13,9,5,1,0,4,5,1,2,6,5,9,10,11,7,6,10,9,5,6,10,9,8,4,5
11,9,1,0,"DC*******B*A*** ","****ABCD* ******",27,15,14,10,11,7,6,5,1,0,4,5,1,2,6,5,4,8,9,10,11,7,6,5,9,8,4,5
11,9,14,0,"D********B*A**C ","***A***B***C** D",27,15,14,10,9,5,4,0,1,5,4,8,9,5,6,7,11,10,9,13,14,10,6,2,3,7,11,15
11,10,0,1,"CD********BA*** ","****ABCD* ******",27,15,14,13,9,10,11,7,6,5,1,0,4,8,9,10,6,5,9,8,4,5,1,2,3,7,6,5
11,10,3,0,"D**C******BA*** ","****** *ABCD****",27,15,14,10,11,7,3,2,1,0,4,5,1,2,6,5,9,10,14,13,12,8,9,10,6,7,11,10
11,10,5,0,"D****C****BA*** ","****ABCD* ******",27,15,14,13,9,10,11,7,6,10,9,5,6,2,1,0,4,5,1,2,6,5,9,10,11,7,6,5
11,10,6,0,"D*****C***BA*** ","****** *ABCD****",27,15,14,10,11,7,6,2,1,0,4,5,1,2,6,5,9,10,14,13,12,8,9,10,6,7,11,10
11,10,7,0,"D******C**BA*** ","**A***B***C **D*",27,15,14,10,11,7,6,2,1,0,4,5,1,2,6,10,14,13,9,5,1,2,6,10,9,13,14,10
11,10,14,0,"D*********BA**C ","***A***B***C** D",27,15,14,13,12,8,4,0,1,5,4,8,9,5,6,7,11,10,9,13,14,10,6,2,3,7,11,15
11,12,0,1,"CD*********AB** ","****ABCD* ******",27,15,14,10,11,7,6,5,1,0,4,8,12,13,9,10,6,5,9,8,4,5,1,2,3,7,6,5
11,12,3,4,"***CD******AB** ","****ABCD* ******",27,15,14,10,11,7,6,5,4,8,12,13,9,10,6,5,1,2,3,7,6,2,1,5,9,8,4,5
