A,B,C,D,board start,board end,lvl,path
10,8,3,0,"D**C****B*A**** ","***** **ABCD****",26,15,11,7,3,2,1,0,4,8,9,5,1,2,6,5,9,10,6,7,11,10,6,5,4,8,9
10,9,3,0,"D**C*****BA**** ","** *ABCD********",26,15,11,7,6,5,1,0,4,5,6,2,1,5,9,10,6,5,9,8,4,5,6,2,3,7,6
10,11,0,4,"C***D*****AB*** ","*A***B** C***D**",26,15,14,13,9,10,11,7,6,5,9,8,4,0,1,5,6,10,9,8,4,5,6,10,14,13,9
10,11,2,0,"D*C*******AB*** ","** *ABCD********",26,15,14,13,9,10,11,7,6,5,9,10,6,2,1,0,4,5,1,2,6,5,9,10,11,7,6
10,11,4,0,"D***C*****AB*** ","***A**B* C**D***",26,15,14,13,12,8,4,0,1,5,9,8,4,5,6,10,11,7,6,2,3,7,6,10,14,13,12
10,11,8,0,"D*******C*AB*** ","***A**B* C**D***",26,15,14,13,9,5,4,0,1,5,9,8,4,5,6,10,11,7,6,2,3,7,6,10,14,13,12
10,12,1,0,"DC********A*B** ","***D**C**B**A **",26,15,14,10,6,2,1,0,4,8,12,13,14,10,6,2,1,5,6,7,3,2,6,5,9,8,12
10,12,2,0,"D*C*******A*B** ","***D**C**B**A **",26,15,14,10,9,5,1,0,4,8,12,13,14,10,6,2,1,5,6,7,3,2,6,5,9,8,12
10,12,5,0,"D****C****A*B** ","***D**C**B**A **",26,15,14,10,6,5,1,0,4,8,12,13,14,10,6,2,1,5,6,7,3,2,6,10,9,8,12
10,12,8,0,"D*******C*A*B** ","****ABCD *******",26,15,11,7,6,5,4,0,1,5,4,8,12,13,9,10,6,5,4,8,9,10,11,7,6,5,4
10,12,9,0,"D********CA*B** ","A***B***C***D **",26,15,14,13,9,10,6,5,4,0,1,5,9,8,4,5,9,8,12,13,9,5,1,0,4,8,12
10,13,1,0,"DC********A**B* ","***D* C**B**A***",26,15,14,10,9,13,14,10,6,2,1,0,4,8,12,13,14,10,6,2,1,5,6,7,3,2,6
10,13,2,0,"D*C*******A**B* ","***D* C**B**A***",26,15,14,10,9,13,14,10,6,5,1,0,4,8,12,13,14,10,6,2,1,5,6,7,3,2,6
10,13,4,0,"D***C*****A**B* ","*A***B** C***D**",26,15,11,7,6,10,9,8,4,0,1,5,6,10,9,13,12,8,4,0,1,5,9,8,12,13,9
10,13,8,0,"D*******C*A**B* ","*A***B** C***D**",26,15,11,7,6,5,9,10,6,5,4,0,1,5,9,13,12,8,4,0,1,5,9,8,12,13,9
10,14,0,1,"CD********A***B ","** *ABCD********",26,15,11,7,6,10,14,13,9,5,6,2,1,0,4,5,9,10,6,2,1,5,9,10,11,7,6
10,14,1,0,"DC********A***B ","** D**C**B**A***",26,15,11,7,3,2,1,0,4,5,6,2,1,5,9,10,14,13,9,8,12,13,9,10,11,7,3
10,14,2,0,"D*C*******A***B ","** D**C**B**A***",26,15,11,7,6,5,1,0,4,5,6,2,1,5,9,10,14,13,9,8,12,13,9,10,11,7,3
10,14,8,0,"D*******C*A***B ","*A***B** C***D**",26,15,11,7,6,10,14,13,9,5,6,10,9,8,4,0,1,5,4,8,9,5,6,10,14,13,9
11,0,3,4,"B**CD******A*** ","***** **ABCD****",26,15,14,10,11,7,3,2,1,5,4,0,1,2,6,5,9,10,6,7,11,10,6,5,4,8,9
11,0,3,8,"B**C****D**A*** ","***A**B**C *D***",26,15,14,13,12,8,9,5,1,0,4,5,1,2,3,7,11,10,6,2,3,7,11,10,6,5,9
11,0,12,1,"BD*********AC** ","*A **B***C***D**",26,15,14,10,11,7,6,10,9,5,1,2,6,10,9,5,1,0,4,8,12,13,9,8,4,5,1
11,0,12,2,"B*D********AC** ","*A***B** C***D**",26,15,14,10,11,7,6,10,9,8,4,0,1,5,6,2,1,5,6,10,9,5,4,8,12,13,9
11,1,2,0,"DBC********A*** ","** *ABCD********",26,15,14,10,11,7,3,2,6,10,9,5,6,2,1,0,4,5,1,2,6,5,1,2,3,7,6
11,1,7,0,"DB*****C***A*** ","****ABCD** *****",26,15,14,10,6,7,11,10,6,7,3,2,1,0,4,5,6,2,1,0,4,5,6,2,3,7,6
11,1,10,0,"DB********CA*** ","****ABCD** *****",26,15,14,10,11,7,6,10,14,13,9,5,6,2,1,0,4,5,6,2,1,5,6,2,3,7,6
11,1,12,0,"DB*********AC** ","*A***B** C***D**",26,15,14,10,11,7,6,5,1,0,4,5,1,2,6,10,9,5,6,2,1,5,4,8,12,13,9
11,1,13,0,"DB*********A*C* ","***A**B* C**D***",26,15,14,10,6,7,11,10,9,5,1,2,3,7,6,5,4,0,1,5,9,8,4,5,9,13,12
11,2,4,0,"D*B*C******A*** ","***A**B *C**D***",26,15,14,13,12,8,4,0,1,5,6,7,11,10,9,8,4,5,9,13,12,8,9,5,6,2,3
11,2,6,0,"D*B***C****A*** ","***A**B *C**D***",26,15,14,13,9,8,4,0,1,5,9,8,4,5,6,7,11,15,14,13,12,8,9,5,6,2,3
11,2,7,0,"D*B****C***A*** ","***A**B *C**D***",26,15,14,10,6,7,11,10,6,5,4,0,1,5,9,8,4,5,9,13,12,8,9,10,6,2,3
11,2,8,0,"D*B*****C**A*** ","*A***B** C***D**",26,15,14,10,11,7,6,10,9,8,4,0,1,5,6,2,1,5,4,8,9,5,6,10,14,13,9
11,2,10,0,"D*B*******CA*** ","*A***B***C **D**",26,15,14,10,11,7,6,2,1,0,4,5,1,2,6,10,9,5,6,2,1,5,6,10,14,13,9
11,2,12,0,"D*B********AC** ","***A**B* C**D***",26,15,14,13,12,8,4,0,1,2,6,7,11,10,9,8,4,5,1,2,3,7,6,5,9,13,12
11,2,13,0,"D*B********A*C* ","***A**B* C**D***",26,15,14,10,6,2,3,7,11,10,6,5,4,0,1,2,3,7,6,10,9,8,4,5,9,13,12
11,3,0,4,"C**BD******A*** ","***A**B *C**D***",26,15,14,13,9,5,4,0,1,2,3,7,11,10,9,5,4,8,9,13,12,8,9,5,6,2,3
11,3,0,5,"C**B*D*****A*** ","***A**B *C**D***",26,15,14,13,9,5,4,0,1,5,4,8,9,13,12,8,9,5,1,2,3,7,11,10,6,2,3
