A,B,C,D,board start,board end,lvl,path
1,0,3,14,"BA*C**********D ","A*** B****C****D",17,15,14,10,11,7,3,2,6,7,11,10,6,5,4,0,1,5
1,0,6,4,"BA**D*C******** ","A **B***C***D***",17,15,14,13,9,5,6,10,9,8,4,5,9,13,12,8,4,0
1,0,7,5,"BA***D*C******* ","* **ABCD********",17,15,11,7,6,5,9,10,11,7,6,10,9,5,1,0,4,5
1,0,7,6,"BA****DC******* ","A*** B****C****D",17,15,14,10,6,7,11,10,14,15,11,10,6,5,4,0,1,5
1,0,9,2,"BAD******C***** ","* **ABCD********",17,15,14,10,9,5,6,2,3,7,6,10,9,5,1,0,4,5
1,0,11,2,"BAD********C*** ","* **ABCD********",17,15,14,10,11,7,6,2,3,7,6,10,9,5,1,0,4,5
1,0,11,8,"BA******D**C*** ","A **B***C***D***",17,15,14,10,11,15,14,13,9,10,14,13,12,8,9,5,4,0
1,0,11,12,"BA*********CD** ","A **B***C***D***",17,15,14,10,11,15,14,13,9,10,6,5,4,8,9,5,4,0
1,0,12,11,"BA*********DC** ","A*** B****C****D",17,15,14,13,12,8,9,13,14,15,11,10,9,8,4,0,1,5
1,0,13,6,"BA****D******C* ","* **ABCD********",17,15,14,13,9,10,14,15,11,7,6,10,9,5,1,0,4,5
1,0,14,3,"BA*D**********C ","* **ABCD********",17,15,11,10,14,15,11,7,3,2,6,10,9,5,1,0,4,5
1,0,14,4,"BA**D*********C ","A***B***C **D***",17,15,11,10,14,13,12,8,4,0,1,5,9,10,14,13,12,8
1,0,14,13,"BA***********DC ","A****B****C ***D",17,15,14,13,12,8,4,0,1,5,4,8,9,10,11,15,14,10
1,2,0,3,"CABD*********** ","ABCD** *********",17,15,14,13,12,8,4,0,1,5,4,8,9,10,6,5,1,2
1,2,0,10,"CAB*******D**** ","* **ABCD********",17,15,14,13,9,5,1,0,4,5,1,2,6,10,11,7,6,5
1,2,0,11,"CAB********D*** ","****ABCD*** ****",17,15,14,13,9,5,1,0,4,5,6,2,1,5,6,2,3,7
1,2,0,14,"CAB***********D ","* A***B***C***D*",17,15,11,10,6,2,1,0,4,5,1,2,6,5,9,10,6,2
1,2,4,6,"*AB*C*D******** ","* A***B***C***D*",17,15,14,13,9,5,4,8,9,10,6,5,9,13,14,10,6,2
1,2,6,4,"*AB*D*C******** ","* A***B***C***D*",17,15,14,10,6,5,4,8,9,5,6,10,9,13,14,10,6,2
1,2,8,7,"*AB****DC****** ","* **ABCD********",17,15,14,13,9,8,4,0,1,5,9,8,4,0,1,2,6,5
