A,B,C,D,board start,board end,lvl,path
10,11,6,0,"D*****C***AB*** ","****** *ABCD****",25,15,14,13,12,8,4,0,1,5,4,8,9,10,11,7,6,5,4,8,9,10,6,7,11,10
10,11,9,0,"D********CAB*** ","**A***B** C***D*",25,15,14,13,9,5,4,0,1,5,4,8,9,5,6,10,11,7,3,2,6,10,9,13,14,10
10,11,12,0,"D*********ABC** ","**A***B** C***D*",25,15,14,13,12,8,4,0,1,5,4,8,9,5,6,10,11,7,3,2,6,10,9,13,14,10
10,11,12,1,"*D********ABC** ","********ABCD** *",25,15,14,13,12,8,9,5,1,2,6,5,9,10,11,15,14,13,12,8,9,10,6,7,11,10
10,11,13,0,"D*********AB*C* ","********ABCD** *",25,15,14,13,9,5,4,0,1,5,4,8,9,10,11,7,6,5,4,8,9,10,6,7,11,10
10,12,0,1,"CD********A*B** ","****ABCD* ******",25,15,14,13,9,5,1,0,4,8,12,13,9,10,6,5,9,8,4,5,1,2,3,7,6,5
10,12,3,4,"***CD*****A*B** ","****ABCD* ******",25,15,14,13,9,5,4,8,12,13,9,10,6,5,1,2,3,7,6,2,1,5,9,8,4,5
10,12,4,0,"D***C*****A*B** ","*A** B***C***D**",25,15,14,13,9,10,6,5,9,8,4,0,1,5,4,8,12,13,9,5,4,8,12,13,9,5
10,12,7,0,"D******C**A*B** ","****** *ABCD****",25,15,14,13,12,8,4,0,1,5,4,8,9,10,6,5,4,8,9,13,14,10,6,7,11,10
10,12,11,0,"D*********ACB** ","**A***B***C **D*",25,15,14,13,12,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,9,5,1,2,6,10
10,13,11,0,"D*********AC*B* ","********ABCD** *",25,15,11,7,6,2,1,0,4,5,1,2,6,5,9,10,6,5,4,8,9,13,14,15,11,10
10,14,0,4,"C***D*****A***B ","*A***B **C***D**",25,15,11,7,6,10,14,13,9,8,4,5,6,10,9,8,4,0,1,5,4,8,12,13,9,5
10,14,3,0,"D**C******A***B ","****** *ABCD****",25,15,11,7,3,2,1,0,4,5,1,2,6,5,9,10,14,13,12,8,9,10,6,7,11,10
10,14,3,4,"***CD*****A***B ","**A***B***C **D*",25,15,11,7,3,2,6,5,4,8,9,5,6,10,14,15,11,7,3,2,6,10,9,13,14,10
10,14,5,0,"D****C****A***B ","****ABCD* ******",25,15,11,7,6,10,14,13,9,5,6,2,1,0,4,5,1,2,6,5,9,10,11,7,6,5
10,14,6,0,"D*****C***A***B ","****** *ABCD****",25,15,11,7,6,2,1,0,4,5,1,2,6,5,9,10,14,13,12,8,9,10,6,7,11,10
10,14,7,0,"D******C**A***B ","**A***B***C **D*",25,15,11,7,6,2,1,0,4,5,1,2,6,10,14,13,9,5,1,2,6,10,9,13,14,10
10,14,9,0,"D********CA***B ","**A***B** C***D*",25,15,11,7,6,2,1,0,4,5,1,2,6,10,14,13,9,5,1,2,6,10,9,13,14,10
10,14,12,0,"D*********A*C*B ","**A***B** C***D*",25,15,11,7,6,10,14,13,12,8,4,0,1,5,4,8,9,5,1,2,6,10,9,13,14,10
11,0,1,4,"BC**D******A*** ","A **B***C***D***",25,15,14,10,11,7,6,5,1,2,6,10,9,8,4,5,6,2,1,5,9,13,12,8,4,0
11,0,4,1,"BD**C******A*** ","ABCD ***********",25,15,14,10,11,7,6,5,4,8,9,10,6,2,1,5,9,8,4,5,6,7,3,2,1,0
11,0,7,4,"B***D**C***A*** ","**A***B***C **D*",25,15,14,10,11,7,6,10,9,5,4,0,1,2,6,5,4,8,9,10,6,5,9,13,14,10
11,0,10,1,"BD********CA*** ","* **ABCD********",25,15,14,13,9,10,11,7,3,2,1,0,4,5,9,10,6,2,3,7,6,5,9,8,4,5
11,0,10,4,"B***D*****CA*** ","A **B***C***D***",25,15,14,13,9,8,4,5,9,10,11,7,6,10,14,13,12,8,9,5,6,2,1,5,4,0
11,0,12,3,"B**D*******AC** ","* **ABCD********",25,15,14,10,11,7,3,2,1,0,4,8,12,13,9,8,4,5,9,10,6,5,9,8,4,5
11,0,14,2,"B*D********A**C ","ABCD ***********",25,15,11,10,14,15,11,7,6,10,14,13,9,10,11,7,3,2,6,5,9,8,4,5,1,0
11,1,4,0,"DB**C******A*** ","ABCD ***********",25,15,14,10,11,7,6,10,9,5,1,0,4,5,6,2,1,0,4,5,6,7,3,2,1,0
11,1,5,0,"DB***C*****A*** ","* **ABCD********",25,15,14,10,11,7,6,10,9,5,6,2,1,0,4,5,1,2,6,5,9,10,11,7,6,5
11,1,6,0,"DB****C****A*** ","ABCD** *********",25,15,14,10,11,7,6,10,9,5,1,0,4,5,6,2,1,5,4,0,1,5,6,7,3,2
11,1,12,2,"*BD********AC** ","*A***B **C***D**",25,15,14,10,11,7,6,2,1,5,6,10,9,5,4,8,12,13,9,8,4,5,6,2,1,5
11,1,14,4,"*B**D******A**C ","* **ABCD********",25,15,14,10,11,15,14,13,9,5,4,8,9,10,6,5,9,10,11,7,6,10,9,8,4,5
