A,B,C,D,board start,board end,lvl,path
0,1,7,2,"ABD****C******* ","ABCD** *********",7,15,14,10,6,7,3,2
0,1,11,14,"AB*********C**D ","A ***B****C****D",7,15,14,10,11,7,6,5
0,1,14,11,"AB*********D**C ","A ***B****C****D",7,15,11,10,14,13,9,5
0,2,5,3,"A*BD*C********* ","ABCD** *********",7,15,14,10,6,5,1,2
0,2,6,3,"A*BD**C******** ","ABCD** *********",7,15,14,13,9,5,1,2
0,2,6,11,"A*B***C****D*** ","A****B ***C****D",7,15,11,10,6,2,1,5
0,2,6,14,"A*B***C*******D ","A****B ***C****D",7,15,14,10,6,2,1,5
0,2,10,11,"A*B*******CD*** ","A****B ***C****D",7,15,11,7,6,2,1,5
0,4,11,14,"A***B******C**D ","A*** B****C****D",7,15,14,10,11,7,6,5
0,4,13,8,"A***B***D****C* ","A***B***C **D***",7,15,14,10,9,13,12,8
0,4,14,11,"A***B******D**C ","A*** B****C****D",7,15,11,10,14,13,9,5
0,5,6,10,"A****BC***D**** ","A****B ***C****D",7,15,14,10,11,15,14,10
0,5,7,14,"A****B*C******D ","A****B****C ***D",7,15,14,10,11,7,6,10
0,5,9,10,"A****B***CD**** ","A****B*** C****D",7,15,14,10,11,15,14,10
0,5,11,13,"A****B*****C*D* ","A****B****C*** D",7,15,14,13,9,10,11,15
0,5,13,11,"A****B*****D*C* ","A****B****C ***D",7,15,14,13,9,10,14,15
0,5,14,7,"A****B*D******C ","A****B****C ***D",7,15,11,7,6,10,14,15
0,6,5,11,"A****CB****D*** ","A****B*** C****D",7,15,11,10,9,5,6,10
0,6,5,14,"A****CB*******D ","A****B*** C****D",7,15,14,13,9,5,6,10
0,6,10,11,"A*****B***CD*** ","A****B****C ***D",7,15,11,10,9,5,6,10
0,6,11,14,"A*****B****C**D ","A****B****C ***D",7,15,14,13,9,5,6,10
0,6,13,14,"A*****B******CD ","A****B****C*** D",7,15,14,13,9,5,6,10
0,6,14,11,"A*****B****D**C ","A****B ***C****D",7,15,11,10,14,13,9,5
0,8,5,12,"A****C**B***D** ","A***B***C **D***",7,15,14,13,9,5,4,8
0,8,9,11,"A*******BC*D*** ","A****B*** C****D",7,15,11,10,9,8,4,5
0,8,9,12,"A*******BC**D** ","A***B***C **D***",7,15,14,10,6,5,4,8
0,8,9,14,"A*******BC****D ","A****B*** C****D",7,15,14,10,9,8,4,5
0,8,10,14,"A*******B*C***D ","A****B*** C****D",7,15,14,13,9,8,4,5
0,9,5,11,"A****C***B*D*** ","A****B ***C****D",7,15,11,10,6,5,9,10
0,9,5,14,"A****C***B****D ","A****B ***C****D",7,15,14,10,6,5,9,10
0,9,7,11,"A******C*B*D*** ","A****B****C ***D",7,15,11,7,6,5,9,10
0,9,10,14,"A********BC***D ","A****B*** C****D",7,15,14,13,12,8,4,5
0,9,11,14,"A********B*C**D ","A****B*** C****D",7,15,14,10,11,7,6,5
0,9,14,11,"A********B*D**C ","A****B****C*** D",7,15,11,10,6,5,9,10
0,10,6,14,"A*****C***B***D ","A****B*** C****D",7,15,14,13,9,10,6,5
0,10,9,11,"A********CBD*** ","A****B ***C****D",7,15,11,7,6,10,9,5
1,0,4,8,"BA**C***D****** ","A **B***C***D***",7,15,14,13,12,8,4,0
