A,B,C,D,board start,board end,lvl,path
0,1,5,12,"AB***C******D** "," A***B***C***D**",8,15,14,13,12,8,9,5,1
0,1,8,9,"AB******CD***** "," A***B***C***D**",8,15,14,13,9,8,4,5,1
0,1,8,13,"AB******C****D* "," A***B***C***D**",8,15,14,10,9,8,4,5,1
0,1,9,12,"AB*******C**D** "," A***B***C***D**",8,15,14,13,12,8,4,5,1
0,1,10,9,"AB*******DC**** "," A***B***C***D**",8,15,14,13,9,10,6,5,1
0,2,3,6,"A*BC**D******** ","ABCD*** ********",8,15,11,7,6,5,1,2,3
0,2,3,7,"A*BC***D******* ","ABCD*** ********",8,15,14,13,9,5,1,2,3
0,4,2,6,"A*C*B*D******** "," ***ABCD********",8,15,11,7,6,2,1,5,4
0,4,2,7,"A*C*B**D******* "," ***ABCD********",8,15,14,10,6,2,1,5,4
0,4,5,3,"A**DBC********* "," ***ABCD********",8,15,11,7,3,2,6,5,4
0,4,6,3,"A**DB*C******** "," ***ABCD********",8,15,11,7,3,2,1,5,4
0,4,10,6,"A***B*D***C**** "," ***ABCD********",8,15,11,7,6,10,9,5,4
0,5,10,6,"A****BD***C**** "," ***ABCD********",8,15,11,7,6,10,9,8,4
0,5,10,9,"A****B***DC**** "," A***B***C***D**",8,15,14,13,9,10,6,2,1
0,6,1,3,"AC*D**B******** ","ABCD* **********",8,15,14,13,9,5,6,2,1
0,6,5,9,"A****CB**D***** "," A***B***C***D**",8,15,14,13,9,5,6,2,1
0,6,5,13,"A****CB******D* "," A***B***C***D**",8,15,14,10,9,5,6,2,1
0,8,12,9,"A*******BD**C** ","A***B***C***D **",8,15,14,13,9,5,4,8,12
0,8,12,13,"A*******B***CD* ","A***B***C***D **",8,15,14,10,9,5,4,8,12
0,9,4,12,"A***C****B**D** ","A***B **C***D***",8,15,14,10,6,5,9,8,4
0,9,5,6,"A****CD**B***** "," ***ABCD********",8,15,11,7,6,5,9,8,4
0,9,5,7,"A****C*D*B***** "," ***ABCD********",8,15,14,10,6,5,9,8,4
1,3,10,14,"*A*B******C***D ","**A***B **C***D*",8,15,11,7,3,2,1,5,6
1,4,2,3,"*ACDB********** ","ABCD* **********",8,15,14,13,9,5,4,0,1
1,4,6,13,"*A**B*C******D* ","*A***B***C **D**",8,15,14,10,6,5,4,8,9
1,4,10,13,"*A**B*****C**D* ","*A***B***C **D**",8,15,11,7,6,5,4,8,9
1,5,2,3,"*ACD*B********* ","ABCD* **********",8,15,14,13,12,8,4,0,1
1,5,9,8,"*A***B**DC***** ","*A***B***C **D**",8,15,14,10,9,8,12,13,9
1,5,10,8,"*A***B**D*C**** ","*A***B***C **D**",8,15,14,13,9,8,12,13,9
1,5,11,9,"*A***B***D*C*** ","*A***B***C **D**",8,15,14,10,11,15,14,13,9
1,5,14,12,"*A***B******D*C ","*A***B***C **D**",8,15,11,10,14,13,12,8,9
1,8,4,9,"*A**C***BD***** ","*A***B** C***D**",8,15,14,13,9,8,4,5,9
1,8,4,13,"*A**C***B****D* ","*A***B** C***D**",8,15,14,10,9,8,4,5,9
1,8,9,13,"*A******BC***D* ","*A***B***C **D**",8,15,14,10,9,8,4,5,9
1,8,10,9,"*A******BDC**** ","*A***B***C **D**",8,15,14,13,9,8,4,5,9
1,9,4,12,"*A**C****B**D** ","*A***B** C***D**",8,15,14,13,12,8,4,5,9
1,9,10,12,"*A*******BC*D** ","*A***B***C **D**",8,15,14,13,12,8,4,5,9
1,9,11,13,"*A*******B*C*D* ","*A***B***C **D**",8,15,14,10,11,7,6,5,9
1,10,6,9,"*A****C**DB**** ","*A***B***C **D**",8,15,14,13,9,10,6,5,9
1,10,8,9,"*A******CDB**** ","*A***B** C***D**",8,15,14,13,9,10,6,5,9
2,1,5,12,"*BA**C******D** ","*A **B***C***D**",8,15,14,13,12,8,9,5,1
2,1,8,9,"*BA*****CD***** ","*A **B***C***D**",8,15,14,13,9,8,4,5,1
2,1,8,13,"*BA*****C****D* ","*A **B***C***D**",8,15,14,10,9,8,4,5,1
2,1,9,12,"*BA******C**D** ","*A **B***C***D**",8,15,14,13,12,8,4,5,1
2,1,10,9,"*BA******DC**** ","*A **B***C***D**",8,15,14,13,9,10,6,5,1
2,3,6,11,"**AB**C****D*** ","** A***B***C***D",8,15,11,7,6,10,11,7,3
2,3,7,10,"**AB***C**D**** ","** A***B***C***D",8,15,11,10,14,15,11,7,3
2,4,5,9,"**A*BC***D***** ","*A **B***C***D**",8,15,14,13,9,5,4,0,1
2,4,5,13,"**A*BC*******D* ","*A **B***C***D**",8,15,14,10,9,5,4,0,1
2,4,9,13,"**A*B****C***D* ","*A **B***C***D**",8,15,14,10,6,5,4,0,1
2,5,6,9,"**A**BC**D***** ","**A** B***C***D*",8,15,14,10,9,13,14,10,6
2,5,6,11,"**A**BC****D*** ","**A** B***C***D*",8,15,14,10,11,15,14,10,6
2,5,7,10,"**A**B*C**D**** ","**A** B***C***D*",8,15,14,10,6,7,11,10,6
2,5,8,9,"**A**B**CD***** ","*A **B***C***D**",8,15,14,13,9,8,4,0,1
2,5,8,12,"**A**B**C***D** ","***A**B* C**D***",8,15,11,7,3,2,6,5,9
2,5,8,13,"**A**B**C****D* ","*A **B***C***D**",8,15,14,10,9,8,4,0,1
2,5,10,11,"**A**B****CD*** ","**A***B***C***D ",8,15,11,7,6,5,9,13,14
2,5,10,12,"**A**B****C*D** ","***A**B**C *D***",8,15,11,7,3,2,6,5,9
2,5,10,13,"**A**B****C**D* ","**A***B***C** D*",8,15,14,10,6,5,9,10,14
2,5,11,13,"**A**B*****C*D* ","**A** B***C***D*",8,15,14,13,9,10,11,7,6
2,5,13,12,"**A**B******DC* ","***A**B**C**D **",8,15,11,7,3,2,6,5,9
2,5,14,11,"**A**B*****D**C ","**A** B***C***D*",8,15,11,10,14,15,11,7,6
2,5,14,13,"**A**B*******DC ","**A***B***C** D*",8,15,11,10,6,5,9,10,14
2,6,5,14,"**A**CB*******D ","**A***B **C***D*",8,15,11,7,6,5,9,10,6
2,6,8,12,"**A***B*C***D** ","***A**B* C**D***",8,15,11,7,3,2,1,5,9
2,6,10,12,"**A***B***C*D** ","** A**B**C**D***",8,15,14,13,9,10,11,7,3
2,6,13,11,"**A***B****D*C* ","**A***B***C***D ",8,15,11,10,14,13,9,10,14
2,6,13,12,"**A***B*****DC* ","**A***B***C** D*",8,15,14,13,12,8,9,10,14
2,7,5,10,"**A**C*B**D**** ","**A***B **C***D*",8,15,14,10,6,5,9,10,6
2,7,5,12,"**A**C*B****D** ","** A**B**C**D***",8,15,14,13,9,5,6,7,3
