A,B,C,D,board start,board end,lvl,path
8,2,13,0,"D*B*****A****C* ","A***B***C **D***",23,15,14,10,9,8,4,0,1,2,6,5,9,8,4,5,1,0,4,5,9,13,12,8
8,3,0,4,"C**BD***A****** ","* **ABCD********",23,15,14,10,6,2,3,7,6,5,4,0,1,2,6,5,4,8,9,10,11,7,6,5
8,3,0,13,"C**B****A****D* ","*A***B **C***D**",23,15,14,10,9,8,4,5,9,8,4,0,1,2,3,7,6,2,1,5,4,8,9,5
8,3,0,14,"C**B****A*****D ","****** *ABCD****",23,15,14,10,11,7,3,2,1,0,4,5,1,2,6,7,11,15,14,10,6,5,9,10
8,3,2,0,"D*CB****A****** ","* **ABCD********",23,15,14,13,9,5,1,0,4,8,9,5,1,2,3,7,6,5,1,2,3,7,6,5
8,3,7,0,"D**B***CA****** ","****** *ABCD****",23,15,11,7,3,2,1,0,4,5,1,2,6,7,11,10,6,5,9,10,6,7,11,10
8,3,9,0,"D**B****AC***** ","****** *ABCD****",23,15,11,7,3,2,1,0,4,5,1,2,6,5,9,10,6,7,11,10,6,5,9,10
8,3,12,4,"***BD***A***C** ","*A***B **C***D**",23,15,14,13,9,8,4,5,9,8,12,13,9,8,4,0,1,2,3,7,6,2,1,5
8,3,13,1,"*D*B****A****C* ","********ABCD** *",23,15,14,13,9,5,1,2,6,7,3,2,6,7,11,10,6,5,9,10,6,7,11,10
8,3,14,0,"D**B****A*****C ","********ABCD** *",23,15,11,7,3,2,1,0,4,5,1,2,6,7,11,10,6,5,9,10,6,7,11,10
8,3,14,4,"***BD***A*****C ","*A***B **C***D**",23,15,11,10,14,13,9,8,4,5,9,8,12,13,9,10,6,2,3,7,6,2,1,5
8,4,3,12,"***CB***A***D** ","*A***B***C** D**",23,15,11,7,3,2,6,7,11,10,6,5,4,8,9,5,4,0,1,5,9,10,14,13
8,4,13,0,"D***B***A****C* ","* **ABCD********",23,15,14,10,9,5,4,0,1,5,4,8,9,13,14,10,6,5,9,10,11,7,6,5
8,7,0,4,"C***D**BA****** ","****ABCD* ******",23,15,14,13,9,5,4,0,1,2,6,7,11,10,6,5,4,8,9,10,11,7,6,5
8,7,11,0,"D******BA**C*** ","****** *ABCD****",23,15,14,13,9,5,1,0,4,5,1,2,6,7,11,10,6,5,9,10,6,7,11,10
8,7,13,0,"D******BA****C* ","********ABCD** *",23,15,14,13,9,5,1,0,4,5,1,2,6,7,11,10,6,5,9,10,6,7,11,10
8,7,14,0,"D******BA*****C ","********ABCD** *",23,15,11,10,9,5,1,0,4,5,1,2,6,7,11,10,6,5,9,10,6,7,11,10
8,11,1,0,"DC******A**B*** ","****ABCD* ******",23,15,14,10,11,7,6,5,1,0,4,8,9,5,1,2,6,5,9,10,11,7,6,5
8,11,4,0,"D***C***A**B*** ","****ABCD* ******",23,15,14,10,11,7,6,5,4,0,1,5,4,8,9,10,6,5,1,2,3,7,6,5
8,11,5,0,"D****C**A**B*** ","****** *ABCD****",23,15,14,10,11,7,6,5,1,0,4,5,1,2,6,5,9,10,6,2,3,7,11,10
8,11,9,0,"D*******AC*B*** ","****ABCD* ******",23,15,14,10,9,5,4,0,1,5,4,8,9,10,11,7,6,5,9,10,11,7,6,5
8,11,13,0,"D*******A**B*C* ","********ABCD** *",23,15,14,13,9,10,11,7,6,5,1,0,4,5,1,2,6,5,9,10,6,7,11,10
