A,B,C,D,board start,board end,lvl,path
0,1,3,14,"AB*C**********D ","A ***B****C****D",13,15,14,10,11,7,3,2,6,7,11,10,6,5
0,1,4,3,"AB*DC********** ","ABCD ***********",13,15,14,13,9,5,4,0,1,5,6,2,1,0
0,1,4,6,"AB**C*D******** ","* **ABCD********",13,15,11,7,6,2,1,5,4,0,1,2,6,5
0,1,4,7,"AB**C**D******* ","* **ABCD********",13,15,14,10,6,2,1,5,4,0,1,2,6,5
0,1,4,11,"AB**C******D*** ","A ***B****C****D",13,15,11,10,9,5,4,8,9,5,6,10,9,5
0,1,4,14,"AB**C*********D ","A ***B****C****D",13,15,14,13,9,5,4,8,9,5,6,10,9,5
0,1,5,3,"AB*D*C********* ","ABCD ***********",13,15,14,13,12,8,4,0,1,5,6,2,1,0
0,1,5,6,"AB***CD******** ","ABCD** *********",13,15,11,7,3,2,6,5,9,10,11,7,3,2
0,1,5,7,"AB***C*D******* ","A ***B****C****D",13,15,11,7,6,5,9,13,14,15,11,10,6,5
0,1,6,3,"AB*D**C******** ","ABCD ***********",13,15,14,13,12,8,4,0,1,2,6,5,1,0
0,1,7,3,"AB*D***C******* ","ABCD** *********",13,15,11,7,6,2,3,7,11,10,6,7,3,2
0,1,7,6,"AB****DC******* ","A ***B****C****D",13,15,14,10,6,7,11,10,14,15,11,10,6,5
0,1,7,13,"AB*****C*****D* ","A ***B****C****D",13,15,14,13,9,10,6,7,11,15,14,10,6,5
0,1,9,3,"AB*D*****C***** ","ABCD** *********",13,15,14,10,6,2,1,5,9,10,6,5,1,2
0,1,10,3,"AB*D******C**** ","ABCD** *********",13,15,11,10,6,2,3,7,11,10,6,7,3,2
0,1,11,3,"AB*D*******C*** ","ABCD** *********",13,15,14,10,6,2,3,7,11,10,6,7,3,2
0,1,11,6,"AB****D****C*** ","ABCD** *********",13,15,14,10,11,7,3,2,6,10,11,7,3,2
0,1,11,7,"AB*****D***C*** ","A ***B****C****D",13,15,14,10,11,7,6,10,14,15,11,10,6,5
0,1,12,11,"AB*********DC** ","A ***B****C****D",13,15,14,13,12,8,9,13,14,15,11,10,9,5
0,1,13,7,"AB*****D*****C* ","A ***B****C****D",13,15,11,7,6,10,9,13,14,15,11,10,9,5
0,1,13,9,"AB*******D***C* ","A ***B****C****D",13,15,14,10,9,13,14,10,11,15,14,10,9,5
0,1,14,2,"ABD***********C ","ABCD** *********",13,15,11,10,14,15,11,7,6,10,11,7,3,2
0,1,14,6,"AB****D*******C ","A ***B****C****D",13,15,11,10,6,7,11,10,14,15,11,7,6,5
0,1,14,13,"AB***********DC ","A ***B****C****D",13,15,14,13,9,10,11,15,14,10,11,7,6,5
0,2,1,11,"ACB********D*** ","A ***B****C****D",13,15,11,10,9,5,1,2,6,5,9,10,6,5
0,2,1,14,"ACB***********D ","A ***B****C****D",13,15,14,13,9,5,1,2,6,5,9,10,6,5
0,2,4,3,"A*BDC********** ","ABCD** *********",13,15,14,13,9,5,4,8,9,10,6,5,1,2
0,2,4,5,"A*B*CD********* ","* **ABCD********",13,15,14,10,6,5,4,0,1,2,3,7,6,5
0,2,4,11,"A*B*C******D*** ","A****B*** C****D",13,15,11,10,6,2,1,5,4,8,9,5,6,10
0,2,4,14,"A*B*C*********D ","A****B*** C****D",13,15,14,10,6,2,1,5,4,8,9,5,6,10
0,2,5,6,"A*B**CD******** ","* **ABCD********",13,15,14,13,12,8,4,0,1,2,3,7,6,5
0,2,5,10,"A*B**C****D**** ","* A***B***C***D*",13,15,14,10,6,5,1,0,4,8,9,10,6,2
0,2,6,9,"A*B***C**D***** ","*A***B **C***D**",13,15,14,13,9,5,6,2,1,0,4,8,9,5
0,2,6,13,"A*B***C******D* ","A****B ***C****D",13,15,14,13,9,10,11,15,14,10,6,2,1,5
0,2,7,10,"A*B****C**D**** ","A****B****C*** D",13,15,14,10,11,7,6,2,1,5,6,10,11,15
0,2,8,3,"A*BD****C****** ","ABCD** *********",13,15,14,13,9,8,4,5,9,10,6,5,1,2
0,2,8,11,"A*B*****C**D*** ","A****B*** C****D",13,15,11,10,9,8,4,5,6,2,1,5,6,10
0,2,8,14,"A*B*****C*****D ","A****B*** C****D",13,15,14,13,9,8,4,5,6,2,1,5,6,10
0,2,9,6,"A*B***D**C***** ","ABCD** *********",13,15,14,10,9,5,1,2,6,10,11,7,3,2
0,2,9,7,"A*B****D*C***** ","* **ABCD********",13,15,14,10,9,8,4,0,1,2,6,10,9,5
0,2,10,5,"A*B**D****C**** ","ABCD** *********",13,15,11,7,6,5,1,2,6,10,11,7,3,2
0,2,10,7,"A*B****D**C**** ","* **ABCD********",13,15,14,13,12,8,4,0,1,2,6,10,9,5
0,2,10,12,"A*B*******C*D** ","*A***B **C***D**",13,15,14,13,12,8,9,10,6,2,1,0,4,5
0,2,11,7,"A*B****D***C*** ","A****B****C*** D",13,15,11,7,6,2,1,5,6,10,14,15,11,10
0,2,11,13,"A*B********C*D* ","A****B****C*** D",13,15,14,13,9,10,6,2,1,5,6,10,11,15
0,2,13,10,"A*B*******D**C* ","*A***B **C***D**",13,15,14,10,9,13,14,10,6,2,1,0,4,5
0,2,13,11,"A*B********D*C* ","A****B ***C****D",13,15,14,13,9,10,14,15,11,7,6,2,1,5
0,2,13,12,"A*B*********DC* ","*A***B***C** D**",13,15,14,10,6,2,1,0,4,5,6,10,9,13
0,2,14,3,"A*BD**********C ","ABCD** *********",13,15,11,10,14,15,11,7,6,10,9,5,1,2
0,2,14,6,"A*B***D*******C ","A****B****C ***D",13,15,11,10,6,2,1,5,6,7,11,10,14,15
0,2,14,9,"A*B******D****C ","*A***B **C***D**",13,15,11,10,14,13,9,10,6,2,1,0,4,5
0,2,14,13,"A*B**********DC ","* A***B***C***D*",13,15,11,10,14,13,9,5,1,0,4,5,6,2
0,3,1,6,"AC*B**D******** ","ABCD** *********",13,15,11,7,6,5,1,2,3,7,6,5,1,2
0,3,1,7,"AC*B***D******* ","ABCD** *********",13,15,14,13,9,5,1,2,3,7,6,5,1,2
0,3,2,6,"A*CB**D******** ","ABCD** *********",13,15,11,7,6,2,3,7,11,10,9,5,1,2
0,3,2,7,"A*CB***D******* ","ABCD** *********",13,15,14,10,6,2,3,7,11,10,9,5,1,2
0,3,2,11,"A*CB*******D*** ","A****B ***C****D",13,15,11,10,6,2,3,7,11,10,6,2,1,5
0,3,2,14,"A*CB**********D ","A****B ***C****D",13,15,14,10,6,2,3,7,11,10,6,2,1,5
0,3,5,11,"A**B*C*****D*** ","A****B*** C****D",13,15,11,7,3,2,6,7,11,10,9,5,6,10
0,3,6,7,"A**B**CD******* ","ABCD** *********",13,15,14,13,9,5,6,2,3,7,6,5,1,2
0,3,7,11,"A**B***C***D*** ","A****B****C ***D",13,15,11,7,6,2,3,7,6,2,1,5,6,10
0,3,9,13,"A**B*****C***D* ","*A***B **C***D**",13,15,14,10,6,2,3,7,6,2,1,0,4,5
0,3,9,14,"A**B*****C****D ","A****B ***C****D",13,15,14,10,11,7,3,2,6,7,11,10,9,5
0,3,10,6,"A**B**D***C**** ","ABCD** *********",13,15,11,7,6,2,3,7,6,10,9,5,1,2
0,3,10,14,"A**B******C***D ","A****B ***C****D",13,15,14,13,9,5,6,2,3,7,6,2,1,5
0,3,11,14,"A**B*******C**D ","A****B ***C****D",13,15,14,10,11,7,6,2,3,7,6,2,1,5
0,3,14,11,"A**B*******D**C ","A****B****C*** D",13,15,11,10,6,2,3,7,6,2,1,5,6,10
0,4,1,9,"AC**B****D***** ","*A** B***C***D**",13,15,14,13,9,8,4,5,1,0,4,8,9,5
0,4,1,11,"AC**B******D*** ","A*** B****C****D",13,15,11,10,9,5,1,2,6,5,9,10,6,5
0,4,1,12,"AC**B*******D** ","*A** B***C***D**",13,15,14,13,12,8,4,5,1,0,4,8,9,5
0,4,1,13,"AC**B********D* ","*A** B***C***D**",13,15,14,10,9,8,4,5,1,0,4,8,9,5
0,4,1,14,"AC**B*********D ","A*** B****C****D",13,15,14,13,9,5,1,2,6,5,9,10,6,5
0,4,3,14,"A**CB*********D ","A*** B****C****D",13,15,14,10,11,7,3,2,6,7,11,10,6,5
0,4,5,9,"A***BC***D***** ","A***B***C **D***",13,15,14,13,12,8,9,5,6,10,14,13,12,8
0,4,5,12,"A***BC******D** ","A **B***C***D***",13,15,14,13,9,5,1,0,4,8,9,5,4,0
0,4,5,13,"A***BC*******D* ","A*** B****C****D",13,15,14,13,9,5,6,10,11,15,14,10,9,5
0,4,6,12,"A***B*C*****D** ","A***B***C **D***",13,15,14,13,9,8,4,5,6,10,9,5,4,8
0,4,7,6,"A***B*DC******* ","A*** B****C****D",13,15,14,10,6,7,11,10,14,15,11,10,6,5
0,4,7,13,"A***B**C*****D* ","A*** B****C****D",13,15,14,13,9,10,6,7,11,15,14,10,6,5
0,4,9,12,"A***B****C**D** ","A***B***C **D***",13,15,14,10,9,8,12,13,9,10,14,13,12,8
0,4,10,12,"A***B*****C*D** ","A***B***C **D***",13,15,14,13,9,8,12,13,9,10,14,13,12,8
0,4,11,7,"A***B**D***C*** ","A*** B****C****D",13,15,14,10,11,7,6,10,14,15,11,10,6,5
0,4,11,8,"A***B***D**C*** ","A***B***C **D***",13,15,14,10,11,15,14,13,9,10,14,13,12,8
0,4,11,9,"A***B****D*C*** ","A*** B****C****D",13,15,14,10,9,13,14,10,11,15,14,13,9,5
0,4,12,11,"A***B******DC** ","A*** B****C****D",13,15,14,13,12,8,9,13,14,15,11,10,9,5
0,4,13,7,"A***B**D*****C* ","A*** B****C****D",13,15,11,7,6,10,9,13,14,15,11,10,9,5
0,4,13,9,"A***B****D***C* ","A***B***C **D***",13,15,14,13,12,8,9,13,14,10,9,13,12,8
0,4,13,12,"A***B*******DC* ","A***B***C **D***",13,15,14,13,9,8,12,13,14,10,9,13,12,8
0,4,14,9,"A***B****D****C ","A***B***C **D***",13,15,11,10,14,13,12,8,9,10,14,13,12,8
0,4,14,12,"A***B*******D*C ","A***B***C **D***",13,15,11,10,9,8,12,13,14,10,9,13,12,8
0,4,14,13,"A***B********DC ","A*** B****C****D",13,15,14,13,9,10,11,15,14,10,11,7,6,5
0,5,1,9,"AC***B***D***** ","*A***B **C***D**",13,15,14,13,9,10,6,5,1,0,4,8,9,5
0,5,2,1,"ADC**B********* ","ABCD** *********",13,15,14,10,6,2,1,5,9,10,11,7,3,2
0,5,3,2,"A*DC*B********* ","*** ABCD********",13,15,11,7,3,2,6,5,4,0,1,5,6,7
0,5,3,10,"A**C*B****D**** ","A****B ***C****D",13,15,14,10,11,7,3,2,6,7,11,15,14,10
0,5,4,6,"A***CBD******** ","****ABCD* ******",13,15,14,13,9,5,4,0,1,2,3,7,6,5
0,5,6,12,"A****BC*****D** ","*A***B***C** D**",13,15,14,10,6,2,1,0,4,8,9,10,14,13
0,5,8,4,"A***DB**C****** ","A***B***C **D***",13,15,14,13,9,8,4,5,6,10,14,13,12,8
0,5,9,3,"A**D*B***C***** ","*** ABCD********",13,15,14,10,9,8,4,0,1,2,6,10,11,7
0,5,10,1,"AD***B****C**** ","ABCD** *********",13,15,11,7,6,2,1,5,6,10,11,7,3,2
0,5,10,4,"A***DB****C**** ","A***B***C **D***",13,15,14,13,12,8,4,5,9,10,14,13,12,8
0,5,11,12,"A****B*****CD** ","A****B****C*** D",13,15,14,13,12,8,9,10,14,13,9,10,11,15
0,5,12,8,"A****B**D***C** ","*A***B***C** D**",13,15,14,13,12,8,9,5,1,0,4,5,9,13
0,5,12,10,"A****B****D*C** ","A****B*** C****D",13,15,14,13,12,8,9,13,14,10,11,15,14,10
0,5,14,3,"A**D*B********C ","A****B****C ***D",13,15,11,7,3,2,6,10,11,7,6,10,14,15
0,6,1,5,"AC***DB******** ","*A***B **C***D**",13,15,14,13,9,5,1,0,4,8,12,13,9,5
0,6,1,11,"AC****B****D*** ","A****B*** C****D",13,15,11,10,6,5,1,2,6,10,9,5,6,10
0,6,1,12,"AC****B*****D** ","*A***B **C***D**",13,15,14,13,12,8,9,5,1,0,4,8,9,5
0,6,1,14,"AC****B*******D ","A****B*** C****D",13,15,14,10,6,5,1,2,6,10,9,5,6,10
0,6,2,10,"A*C***B***D**** ","A****B ***C****D",13,15,14,10,9,5,6,2,3,7,11,15,14,10
0,6,2,13,"A*C***B******D* ","A****B ***C****D",13,15,14,13,9,5,6,2,3,7,11,15,14,10
0,6,3,2,"A*DC**B******** ","ABCD** *********",13,15,11,7,3,2,6,7,11,10,9,5,1,2
0,6,3,5,"A**C*DB******** ","ABCD** *********",13,15,11,7,3,2,6,5,1,2,6,7,3,2
0,6,3,14,"A**C**B*******D ","A****B ***C****D",13,15,14,13,9,5,6,7,3,2,6,7,11,10
0,6,4,3,"A**DC*B******** ","* **ABCD********",13,15,11,7,3,2,6,5,4,0,1,2,6,5
0,6,7,1,"AD****BC******* ","ABCD** *********",13,15,14,13,9,5,6,2,1,5,6,7,3,2
0,6,7,9,"A*****BC*D***** ","A****B ***C****D",13,15,14,10,9,5,6,7,11,10,14,15,11,10
0,6,8,10,"A*****B*C*D**** ","A****B*** C****D",13,15,14,10,11,15,14,13,9,8,4,5,6,10
0,6,9,2,"A*D***B**C***** ","ABCD** *********",13,15,11,7,3,2,6,5,9,10,6,5,1,2
0,6,9,3,"A**D**B**C***** ","*** ABCD********",13,15,14,10,9,8,4,0,1,5,6,10,11,7
0,6,10,5,"A****DB***C**** ","A****B****C*** D",13,15,11,10,9,5,6,10,9,13,14,10,11,15
0,6,11,2,"A*D***B****C*** ","ABCD** *********",13,15,14,10,11,7,3,2,6,10,9,5,1,2
0,6,11,5,"A****DB****C*** ","A****B****C*** D",13,15,14,13,9,5,6,10,9,13,14,10,11,15
0,6,11,7,"A*****BD***C*** ","A****B****C*** D",13,15,11,7,3,2,1,5,6,10,14,15,11,10
