A,B,C,D,board start,board end,lvl,path
10,0,1,4,"BC**D*****A**** ","* **ABCD********",23,15,14,13,9,10,6,5,4,8,9,10,6,5,1,0,4,8,9,10,11,7,6,5
10,0,3,12,"B**C******A*D** ","*A** B***C***D**",23,15,14,13,12,8,4,0,1,2,3,7,6,10,9,5,6,2,1,5,6,10,9,5
10,0,4,1,"BD**C*****A**** ","*A** B***C***D**",23,15,14,13,12,8,4,5,1,2,6,10,9,5,6,10,14,13,9,8,4,0,1,5
10,0,11,1,"BD********AC*** ","* **ABCD********",23,15,14,13,9,5,1,0,4,8,9,10,6,5,9,10,11,7,6,10,9,8,4,5
10,0,11,4,"B***D*****AC*** ","*A** B***C***D**",23,15,14,13,9,10,11,7,6,5,9,8,4,0,1,5,9,8,12,13,9,10,6,5
10,0,12,3,"B**D******A*C** ","* **ABCD********",23,15,11,7,3,2,1,0,4,8,12,13,9,10,6,5,9,8,4,5,9,10,6,5
10,0,14,1,"BD********A***C ","* **ABCD********",23,15,11,7,6,10,14,13,9,5,6,2,1,0,4,5,6,2,3,7,6,10,9,5
10,0,14,4,"B***D*****A***C ","*A** B***C***D**",23,15,11,7,6,5,4,0,1,2,6,10,9,5,6,10,14,13,9,10,6,2,1,5
10,1,4,0,"DB**C*****A**** ","ABCD ***********",23,15,11,7,6,10,9,5,1,0,4,5,6,2,1,0,4,5,6,7,3,2,1,0
10,1,5,0,"DB***C****A**** ","* **ABCD********",23,15,11,7,6,10,9,5,6,2,1,0,4,5,1,2,6,5,9,10,11,7,6,5
10,1,6,0,"DB****C***A**** ","ABCD** *********",23,15,11,7,6,10,9,5,1,0,4,5,6,2,1,5,4,0,1,5,6,7,3,2
10,1,8,0,"DB******C*A**** ","A **B***C***D***",23,15,14,13,9,10,6,5,9,8,4,0,1,5,9,8,4,5,9,13,12,8,4,0
10,1,12,2,"*BD*******A*C** ","* **ABCD********",23,15,14,13,12,8,9,13,12,8,4,5,9,10,6,2,3,7,6,5,9,8,4,5
10,2,1,0,"DCB*******A**** ","* **ABCD********",23,15,11,7,6,10,9,5,6,2,1,0,4,5,6,2,1,5,6,2,3,7,6,5
10,2,5,0,"D*B**C****A**** ","* **ABCD********",23,15,14,13,9,5,1,0,4,5,1,2,6,5,9,10,11,7,6,5,9,8,4,5
10,2,6,0,"D*B***C***A**** ","*A***B **C***D**",23,15,14,13,12,8,4,0,1,5,4,8,9,5,6,10,14,13,9,5,6,2,1,5
10,2,12,3,"**BD******A*C** ","*** ABCD********",23,15,14,13,12,8,9,10,6,2,1,5,9,13,14,10,9,8,4,5,6,10,11,7
10,3,0,5,"C**B*D****A**** ","*A***B **C***D**",23,15,14,13,9,5,1,0,4,5,1,2,3,7,6,10,14,13,9,5,6,2,1,5
10,3,4,1,"*D*BC*****A**** ","*A***B **C***D**",23,15,14,13,9,5,1,2,3,7,6,10,9,5,6,2,1,5,4,8,12,13,9,5
10,4,1,0,"DC**B*****A**** ","A **B***C***D***",23,15,14,13,9,10,6,5,4,0,1,5,9,8,4,0,1,5,9,13,12,8,4,0
10,4,2,0,"D*C*B*****A**** ","ABCD ***********",23,15,11,7,6,10,9,5,6,2,1,0,4,5,6,2,1,5,6,7,3,2,1,0
10,4,3,8,"***CB***D*A**** ","****ABCD* ******",23,15,14,13,9,8,4,5,9,10,6,5,9,8,4,5,1,2,3,7,6,2,1,5
10,4,5,0,"D***BC****A**** ","*A** B***C***D**",23,15,14,13,9,10,6,5,9,8,4,0,1,5,4,8,9,5,6,10,14,13,9,5
10,4,9,0,"D***B****CA**** ","A***B***C **D***",23,15,14,13,9,10,6,5,4,0,1,5,9,8,4,5,1,0,4,5,9,13,12,8
10,5,1,0,"DC***B****A**** ","****ABCD* ******",23,15,11,7,6,10,9,5,6,2,1,0,4,5,6,2,1,5,6,2,3,7,6,5
